Gene,SetType,DiseaseType
5327,drug,Syndrome4
5329,drug,Syndrome4
5340,drug,Syndrome4
5443,drug,Syndrome4
5447,drug,Syndrome4
5467,drug,Syndrome4
5578,drug,Syndrome4
5580,drug,Syndrome4
5591,drug,Syndrome4
5601,drug,Syndrome4
5604,drug,Syndrome4
5624,drug,Syndrome4
5648,drug,Syndrome4
5650,drug,Syndrome4
5651,drug,Syndrome4
5652,drug,Syndrome4
5653,drug,Syndrome4
5655,drug,Syndrome4
5657,drug,Syndrome4
5879,drug,Syndrome4
6197,drug,Syndrome4
6257,drug,Syndrome4
6275,drug,Syndrome4
6307,drug,Syndrome4
6342,drug,Syndrome4
6558,drug,Syndrome4
6622,drug,Syndrome4
6688,drug,Syndrome4
6768,drug,Syndrome4
6772,drug,Syndrome4
6774,drug,Syndrome4
6863,drug,Syndrome4
6869,drug,Syndrome4
6885,drug,Syndrome4
7010,drug,Syndrome4
7039,drug,Syndrome4
7040,drug,Syndrome4
7076,drug,Syndrome4
7078,drug,Syndrome4
7108,drug,Syndrome4
7113,drug,Syndrome4
7132,drug,Syndrome4
7167,drug,Syndrome4
7177,drug,Syndrome4
7184,drug,Syndrome4
7187,drug,Syndrome4
7350,drug,Syndrome4
7412,drug,Syndrome4
7442,drug,Syndrome4
7474,drug,Syndrome4
8492,drug,Syndrome4
8718,drug,Syndrome4
8743,drug,Syndrome4
8767,drug,Syndrome4
8795,drug,Syndrome4
8797,drug,Syndrome4
8858,drug,Syndrome4
8912,drug,Syndrome4
9377,drug,Syndrome4
9407,drug,Syndrome4
9474,drug,Syndrome4
9518,drug,Syndrome4
9531,drug,Syndrome4
9588,drug,Syndrome4
9618,drug,Syndrome4
9622,drug,Syndrome4
9774,drug,Syndrome4
10136,drug,Syndrome4
10495,drug,Syndrome4
10699,drug,Syndrome4
10747,drug,Syndrome4
10942,drug,Syndrome4
11012,drug,Syndrome4
11200,drug,Syndrome4
11202,drug,Syndrome4
11330,drug,Syndrome4
23411,drug,Syndrome4
23430,drug,Syndrome4
23436,drug,Syndrome4
25818,drug,Syndrome4
25823,drug,Syndrome4
26085,drug,Syndrome4
27158,drug,Syndrome4
28983,drug,Syndrome4
29122,drug,Syndrome4
43847,drug,Syndrome4
43849,drug,Syndrome4
50508,drug,Syndrome4
51032,drug,Syndrome4
51083,drug,Syndrome4
51279,drug,Syndrome4
51393,drug,Syndrome4
54971,drug,Syndrome4
55253,drug,Syndrome4
55503,drug,Syndrome4
55554,drug,Syndrome4
56302,drug,Syndrome4
56649,drug,Syndrome4
58488,drug,Syndrome4
59341,drug,Syndrome4
63036,drug,Syndrome4
64063,drug,Syndrome4
64699,drug,Syndrome4
80781,drug,Syndrome4
80975,drug,Syndrome4
83886,drug,Syndrome4
84000,drug,Syndrome4
112401,drug,Syndrome4
132724,drug,Syndrome4
136242,drug,Syndrome4
136541,drug,Syndrome4
146547,drug,Syndrome4
150527,drug,Syndrome4
162514,drug,Syndrome4
164656,drug,Syndrome4
203074,drug,Syndrome4
221191,drug,Syndrome4
260429,drug,Syndrome4
283471,drug,Syndrome4
283871,drug,Syndrome4
284366,drug,Syndrome4
339105,drug,Syndrome4
339501,drug,Syndrome4
339906,drug,Syndrome4
339967,drug,Syndrome4
341350,drug,Syndrome4
344805,drug,Syndrome4
345062,drug,Syndrome4
360200,drug,Syndrome4
377047,drug,Syndrome4
387082,drug,Syndrome4
389208,drug,Syndrome4
400668,drug,Syndrome4
440387,drug,Syndrome4
100287362,drug,Syndrome4
100506658,drug,Syndrome4
124,drug,Syndrome4
125,drug,Syndrome4
127,drug,Syndrome4
128,drug,Syndrome4
130,drug,Syndrome4
131,drug,Syndrome4
627,drug,Syndrome4
635,drug,Syndrome4
1103,drug,Syndrome4
1119,drug,Syndrome4
1120,drug,Syndrome4
2903,drug,Syndrome4
4069,drug,Syndrome4
5130,drug,Syndrome4
5337,drug,Syndrome4
5338,drug,Syndrome4
5972,drug,Syndrome4
6580,drug,Syndrome4
6582,drug,Syndrome4
8884,drug,Syndrome4
9468,drug,Syndrome4
9791,drug,Syndrome4
9976,drug,Syndrome4
10891,drug,Syndrome4
23446,drug,Syndrome4
23646,drug,Syndrome4
55224,drug,Syndrome4
55349,drug,Syndrome4
55500,drug,Syndrome4
56261,drug,Syndrome4
57153,drug,Syndrome4
60482,drug,Syndrome4
122618,drug,Syndrome4
126969,drug,Syndrome4
159963,drug,Syndrome4
160728,drug,Syndrome4
162466,drug,Syndrome4
201164,drug,Syndrome4
204962,drug,Syndrome4
386593,drug,Syndrome4
152,drug,Syndrome4
150,drug,Syndrome4
4985,drug,Syndrome4
1132,drug,Syndrome4
59,drug,Syndrome4
695,drug,Syndrome4
1437,drug,Syndrome4
1950,drug,Syndrome4
2321,drug,Syndrome4
2324,drug,Syndrome4
3553,drug,Syndrome4
3791,drug,Syndrome4
5581,drug,Syndrome4
6513,drug,Syndrome4
151,drug,Syndrome4
4128,drug,Syndrome4
2946,drug,Syndrome4
151056,drug,Syndrome4
351,drug,Syndrome4
1583,drug,Syndrome4
1584,drug,Syndrome4
3156,drug,Syndrome4
6770,drug,Syndrome4
8856,drug,Syndrome4
51477,drug,Syndrome4
1499,drug,Syndrome4
2990,drug,Syndrome4
4891,drug,Syndrome4
5579,drug,Syndrome4
94033,drug,Syndrome4
941,drug,Syndrome4
942,drug,Syndrome4
958,drug,Syndrome4
50506,drug,Syndrome4
995,drug,Syndrome4
1384,drug,Syndrome4
2810,drug,Syndrome4
5347,drug,Syndrome4
108,drug,Syndrome4
3586,drug,Syndrome4
4233,drug,Syndrome4
5111,drug,Syndrome4
7150,drug,Syndrome4
7153,drug,Syndrome4
7299,drug,Syndrome4
7498,drug,Syndrome4
83540,drug,Syndrome4
5733,drug,Syndrome4
3931,drug,Syndrome4
672,drug,Syndrome4
1022,drug,Syndrome4
2067,drug,Syndrome4
2068,drug,Syndrome4
2237,drug,Syndrome4
2966,drug,Syndrome4
3364,drug,Syndrome4
3508,drug,Syndrome4
4361,drug,Syndrome4
4437,drug,Syndrome4
4595,drug,Syndrome4
4683,drug,Syndrome4
4968,drug,Syndrome4
5395,drug,Syndrome4
5883,drug,Syndrome4
5888,drug,Syndrome4
5890,drug,Syndrome4
6300,drug,Syndrome4
7161,drug,Syndrome4
7516,drug,Syndrome4
7517,drug,Syndrome4
7832,drug,Syndrome4
8243,drug,Syndrome4
10912,drug,Syndrome4
11144,drug,Syndrome4
11284,drug,Syndrome4
23645,drug,Syndrome4
26057,drug,Syndrome4
27030,drug,Syndrome4
27244,drug,Syndrome4
51455,drug,Syndrome4
51776,drug,Syndrome4
55728,drug,Syndrome4
847,drug,Syndrome4
1281,drug,Syndrome4
1571,drug,Syndrome4
1622,drug,Syndrome4
1958,drug,Syndrome4
2152,drug,Syndrome4
2335,drug,Syndrome4
2354,drug,Syndrome4
2571,drug,Syndrome4
3060,drug,Syndrome4
3164,drug,Syndrome4
3673,drug,Syndrome4
3683,drug,Syndrome4
3684,drug,Syndrome4
3688,drug,Syndrome4
3778,drug,Syndrome4
3952,drug,Syndrome4
4803,drug,Syndrome4
4914,drug,Syndrome4
4978,drug,Syndrome4
5144,drug,Syndrome4
5179,drug,Syndrome4
5818,drug,Syndrome4
5924,drug,Syndrome4
6347,drug,Syndrome4
6401,drug,Syndrome4
7015,drug,Syndrome4
7054,drug,Syndrome4
7079,drug,Syndrome4
8876,drug,Syndrome4
8973,drug,Syndrome4
9370,drug,Syndrome4
10645,drug,Syndrome4
23237,drug,Syndrome4
30819,drug,Syndrome4
64805,drug,Syndrome4
573971,drug,Syndrome4
1719,drug,Syndrome4
1135,drug,Syndrome4
338,drug,Syndrome4
506,drug,Syndrome4
4023,drug,Syndrome4
8050,drug,Syndrome4
80168,drug,Syndrome4
1509,drug,Syndrome4
1277,drug,Syndrome4
5728,drug,Syndrome4
6584,drug,Syndrome4
728411,drug,Syndrome4
6010,drug,Syndrome4
174,drug,Syndrome4
249,drug,Syndrome4
286,drug,Syndrome4
287,drug,Syndrome4
288,drug,Syndrome4
356,drug,Syndrome4
414,drug,Syndrome4
415,drug,Syndrome4
416,drug,Syndrome4
580,drug,Syndrome4
602,drug,Syndrome4
740,drug,Syndrome4
813,drug,Syndrome4
1030,drug,Syndrome4
1031,drug,Syndrome4
1032,drug,Syndrome4
1316,drug,Syndrome4
1654,drug,Syndrome4
1843,drug,Syndrome4
2114,drug,Syndrome4
2277,drug,Syndrome4
2553,drug,Syndrome4
2624,drug,Syndrome4
3188,drug,Syndrome4
3280,drug,Syndrome4
3399,drug,Syndrome4
3552,drug,Syndrome4
3611,drug,Syndrome4
3840,drug,Syndrome4
4041,drug,Syndrome4
4051,drug,Syndrome4
4247,drug,Syndrome4
4496,drug,Syndrome4
4501,drug,Syndrome4
4659,drug,Syndrome4
4790,drug,Syndrome4
4791,drug,Syndrome4
4793,drug,Syndrome4
4794,drug,Syndrome4
4796,drug,Syndrome4
4800,drug,Syndrome4
4851,drug,Syndrome4
4853,drug,Syndrome4
4854,drug,Syndrome4
4855,drug,Syndrome4
5293,drug,Syndrome4
5411,drug,Syndrome4
5444,drug,Syndrome4
5445,drug,Syndrome4
5446,drug,Syndrome4
5566,drug,Syndrome4
5716,drug,Syndrome4
5901,drug,Syndrome4
6041,drug,Syndrome4
6426,drug,Syndrome4
6430,drug,Syndrome4
6799,drug,Syndrome4
6817,drug,Syndrome4
6818,drug,Syndrome4
6879,drug,Syndrome4
7014,drug,Syndrome4
7037,drug,Syndrome4
7050,drug,Syndrome4
7071,drug,Syndrome4
7128,drug,Syndrome4
7286,drug,Syndrome4
7357,drug,Syndrome4
7444,drug,Syndrome4
7514,drug,Syndrome4
8061,drug,Syndrome4
8398,drug,Syndrome4
8431,drug,Syndrome4
8493,drug,Syndrome4
8553,drug,Syndrome4
8625,drug,Syndrome4
8658,drug,Syndrome4
8864,drug,Syndrome4
8989,drug,Syndrome4
9240,drug,Syndrome4
9317,drug,Syndrome4
9329,drug,Syndrome4
9367,drug,Syndrome4
9469,drug,Syndrome4
9627,drug,Syndrome4
9990,drug,Syndrome4
10073,drug,Syndrome4
10116,drug,Syndrome4
10140,drug,Syndrome4
10221,drug,Syndrome4
10403,drug,Syndrome4
10440,drug,Syndrome4
10670,drug,Syndrome4
10732,drug,Syndrome4
10904,drug,Syndrome4
10905,drug,Syndrome4
10965,drug,Syndrome4
22852,drug,Syndrome4
22881,drug,Syndrome4
22901,drug,Syndrome4
22936,drug,Syndrome4
22941,drug,Syndrome4
23189,drug,Syndrome4
23214,drug,Syndrome4
23243,drug,Syndrome4
23294,drug,Syndrome4
23390,drug,Syndrome4
23435,drug,Syndrome4
23784,drug,Syndrome4
25805,drug,Syndrome4
26051,drug,Syndrome4
26064,drug,Syndrome4
26115,drug,Syndrome4
26287,drug,Syndrome4
26528,drug,Syndrome4
26762,drug,Syndrome4
27063,drug,Syndrome4
27130,drug,Syndrome4
27161,drug,Syndrome4
27242,drug,Syndrome4
29803,drug,Syndrome4
50944,drug,Syndrome4
51188,drug,Syndrome4
51239,drug,Syndrome4
51282,drug,Syndrome4
51479,drug,Syndrome4
51665,drug,Syndrome4
51666,drug,Syndrome4
51676,drug,Syndrome4
51747,drug,Syndrome4
54101,drug,Syndrome4
54503,drug,Syndrome4
54522,drug,Syndrome4
54556,drug,Syndrome4
54578,drug,Syndrome4
54737,drug,Syndrome4
54776,drug,Syndrome4
54851,drug,Syndrome4
54882,drug,Syndrome4
55075,drug,Syndrome4
55367,drug,Syndrome4
55527,drug,Syndrome4
55608,drug,Syndrome4
56311,drug,Syndrome4
56899,drug,Syndrome4
56929,drug,Syndrome4
57162,drug,Syndrome4
57182,drug,Syndrome4
57498,drug,Syndrome4
57510,drug,Syndrome4
57513,drug,Syndrome4
57524,drug,Syndrome4
57531,drug,Syndrome4
57534,drug,Syndrome4
57763,drug,Syndrome4
63926,drug,Syndrome4
64332,drug,Syndrome4
65124,drug,Syndrome4
79642,drug,Syndrome4
79722,drug,Syndrome4
79754,drug,Syndrome4
79998,drug,Syndrome4
80325,drug,Syndrome4
80351,drug,Syndrome4
83715,drug,Syndrome4
83992,drug,Syndrome4
84079,drug,Syndrome4
84807,drug,Syndrome4
84988,drug,Syndrome4
85461,drug,Syndrome4
91074,drug,Syndrome4
91526,drug,Syndrome4
92565,drug,Syndrome4
92591,drug,Syndrome4
116729,drug,Syndrome4
118932,drug,Syndrome4
122416,drug,Syndrome4
124401,drug,Syndrome4
126626,drug,Syndrome4
129138,drug,Syndrome4
136371,drug,Syndrome4
136991,drug,Syndrome4
140456,drug,Syndrome4
140458,drug,Syndrome4
140459,drug,Syndrome4
140460,drug,Syndrome4
140461,drug,Syndrome4
140462,drug,Syndrome4
140731,drug,Syndrome4
142685,drug,Syndrome4
142686,drug,Syndrome4
142689,drug,Syndrome4
147463,drug,Syndrome4
148741,drug,Syndrome4
150094,drug,Syndrome4
153642,drug,Syndrome4
157567,drug,Syndrome4
163782,drug,Syndrome4
170961,drug,Syndrome4
200539,drug,Syndrome4
203286,drug,Syndrome4
253650,drug,Syndrome4
255239,drug,Syndrome4
256949,drug,Syndrome4
257629,drug,Syndrome4
283373,drug,Syndrome4
284353,drug,Syndrome4
317754,drug,Syndrome4
338699,drug,Syndrome4
339768,drug,Syndrome4
353322,drug,Syndrome4
374569,drug,Syndrome4
374860,drug,Syndrome4
375248,drug,Syndrome4
388468,drug,Syndrome4
400986,drug,Syndrome4
401036,drug,Syndrome4
441430,drug,Syndrome4
441459,drug,Syndrome4
441478,drug,Syndrome4
441869,drug,Syndrome4
445582,drug,Syndrome4
554226,drug,Syndrome4
653269,drug,Syndrome4
653781,drug,Syndrome4
723961,drug,Syndrome4
728747,drug,Syndrome4
728780,drug,Syndrome4
100131244,drug,Syndrome4
100287399,drug,Syndrome4
100287718,drug,Syndrome4
100310846,drug,Syndrome4
100526835,drug,Syndrome4
100996331,drug,Syndrome4
2015,drug,Syndrome4
4241,drug,Syndrome4
7018,drug,Syndrome4
10149,drug,Syndrome4
22859,drug,Syndrome4
23266,drug,Syndrome4
23284,drug,Syndrome4
23478,drug,Syndrome4
25903,drug,Syndrome4
30817,drug,Syndrome4
56944,drug,Syndrome4
57211,drug,Syndrome4
59271,drug,Syndrome4
64123,drug,Syndrome4
83943,drug,Syndrome4
84467,drug,Syndrome4
84658,drug,Syndrome4
84873,drug,Syndrome4
90701,drug,Syndrome4
139378,drug,Syndrome4
165082,drug,Syndrome4
169611,drug,Syndrome4
196294,drug,Syndrome4
221188,drug,Syndrome4
221393,drug,Syndrome4
221395,drug,Syndrome4
222487,drug,Syndrome4
222611,drug,Syndrome4
266977,drug,Syndrome4
283298,drug,Syndrome4
283383,drug,Syndrome4
347088,drug,Syndrome4
231,drug,Syndrome4
2805,drug,Syndrome4
2890,drug,Syndrome4
5837,drug,Syndrome4
4200,drug,Syndrome4
2806,drug,Syndrome4
6667,drug,Syndrome4
339221,drug,Syndrome4
134,drug,Syndrome4
135,drug,Syndrome4
136,drug,Syndrome4
155,drug,Syndrome4
185,drug,Syndrome4
186,drug,Syndrome4
187,drug,Syndrome4
552,drug,Syndrome4
553,drug,Syndrome4
554,drug,Syndrome4
611,drug,Syndrome4
680,drug,Syndrome4
886,drug,Syndrome4
887,drug,Syndrome4
1230,drug,Syndrome4
1232,drug,Syndrome4
1233,drug,Syndrome4
1234,drug,Syndrome4
1241,drug,Syndrome4
1268,drug,Syndrome4
1269,drug,Syndrome4
1813,drug,Syndrome4
1814,drug,Syndrome4
1815,drug,Syndrome4
1816,drug,Syndrome4
1902,drug,Syndrome4
1909,drug,Syndrome4
1910,drug,Syndrome4
2587,drug,Syndrome4
2693,drug,Syndrome4
2798,drug,Syndrome4
2827,drug,Syndrome4
2830,drug,Syndrome4
2831,drug,Syndrome4
2832,drug,Syndrome4
2834,drug,Syndrome4
2835,drug,Syndrome4
2837,drug,Syndrome4
2842,drug,Syndrome4
2844,drug,Syndrome4
2845,drug,Syndrome4
2847,drug,Syndrome4
2849,drug,Syndrome4
2850,drug,Syndrome4
2861,drug,Syndrome4
2862,drug,Syndrome4
2863,drug,Syndrome4
2925,drug,Syndrome4
3061,drug,Syndrome4
3062,drug,Syndrome4
3274,drug,Syndrome4
3350,drug,Syndrome4
3351,drug,Syndrome4
3354,drug,Syndrome4
3355,drug,Syndrome4
3356,drug,Syndrome4
3357,drug,Syndrome4
3358,drug,Syndrome4
3360,drug,Syndrome4
3361,drug,Syndrome4
3362,drug,Syndrome4
3363,drug,Syndrome4
4046,drug,Syndrome4
4157,drug,Syndrome4
4158,drug,Syndrome4
4159,drug,Syndrome4
4160,drug,Syndrome4
4161,drug,Syndrome4
4829,drug,Syndrome4
4886,drug,Syndrome4
4887,drug,Syndrome4
4889,drug,Syndrome4
4923,drug,Syndrome4
4986,drug,Syndrome4
4987,drug,Syndrome4
5021,drug,Syndrome4
5729,drug,Syndrome4
5731,drug,Syndrome4
5732,drug,Syndrome4
5734,drug,Syndrome4
5737,drug,Syndrome4
5739,drug,Syndrome4
5956,drug,Syndrome4
5995,drug,Syndrome4
6751,drug,Syndrome4
6752,drug,Syndrome4
6754,drug,Syndrome4
6755,drug,Syndrome4
6915,drug,Syndrome4
7201,drug,Syndrome4
7852,drug,Syndrome4
8477,drug,Syndrome4
8484,drug,Syndrome4
8811,drug,Syndrome4
9038,drug,Syndrome4
9170,drug,Syndrome4
9283,drug,Syndrome4
9287,drug,Syndrome4
9293,drug,Syndrome4
10316,drug,Syndrome4
10663,drug,Syndrome4
10692,drug,Syndrome4
10803,drug,Syndrome4
10886,drug,Syndrome4
10887,drug,Syndrome4
10888,drug,Syndrome4
11245,drug,Syndrome4
11250,drug,Syndrome4
11255,drug,Syndrome4
23432,drug,Syndrome4
23566,drug,Syndrome4
23596,drug,Syndrome4
23620,drug,Syndrome4
27201,drug,Syndrome4
51289,drug,Syndrome4
53831,drug,Syndrome4
54112,drug,Syndrome4
54328,drug,Syndrome4
54329,drug,Syndrome4
56413,drug,Syndrome4
56923,drug,Syndrome4
57007,drug,Syndrome4
57413,drug,Syndrome4
59340,drug,Syndrome4
64106,drug,Syndrome4
64582,drug,Syndrome4
81491,drug,Syndrome4
83550,drug,Syndrome4
83551,drug,Syndrome4
83873,drug,Syndrome4
84109,drug,Syndrome4
84539,drug,Syndrome4
84634,drug,Syndrome4
94233,drug,Syndrome4
118442,drug,Syndrome4
124274,drug,Syndrome4
128674,drug,Syndrome4
134391,drug,Syndrome4
134864,drug,Syndrome4
139760,drug,Syndrome4
221391,drug,Syndrome4
285601,drug,Syndrome4
319100,drug,Syndrome4
338557,drug,Syndrome4
339403,drug,Syndrome4
