Gene,SetType,DiseaseType
100287399,drug,Syndrome1
100287718,drug,Syndrome1
100310846,drug,Syndrome1
100526835,drug,Syndrome1
100996331,drug,Syndrome1
2015,drug,Syndrome1
4241,drug,Syndrome1
7018,drug,Syndrome1
10149,drug,Syndrome1
22859,drug,Syndrome1
23266,drug,Syndrome1
23284,drug,Syndrome1
23478,drug,Syndrome1
25903,drug,Syndrome1
30817,drug,Syndrome1
56944,drug,Syndrome1
57211,drug,Syndrome1
59271,drug,Syndrome1
64123,drug,Syndrome1
83943,drug,Syndrome1
84467,drug,Syndrome1
84658,drug,Syndrome1
84873,drug,Syndrome1
90701,drug,Syndrome1
139378,drug,Syndrome1
165082,drug,Syndrome1
169611,drug,Syndrome1
196294,drug,Syndrome1
221188,drug,Syndrome1
221393,drug,Syndrome1
221395,drug,Syndrome1
222487,drug,Syndrome1
222611,drug,Syndrome1
266977,drug,Syndrome1
283298,drug,Syndrome1
283383,drug,Syndrome1
347088,drug,Syndrome1
231,drug,Syndrome1
2805,drug,Syndrome1
2890,drug,Syndrome1
5837,drug,Syndrome1
4200,drug,Syndrome1
2806,drug,Syndrome1
6667,drug,Syndrome1
339221,drug,Syndrome1
134,drug,Syndrome1
135,drug,Syndrome1
136,drug,Syndrome1
155,drug,Syndrome1
185,drug,Syndrome1
186,drug,Syndrome1
187,drug,Syndrome1
552,drug,Syndrome1
553,drug,Syndrome1
554,drug,Syndrome1
611,drug,Syndrome1
680,drug,Syndrome1
886,drug,Syndrome1
887,drug,Syndrome1
1230,drug,Syndrome1
1232,drug,Syndrome1
1233,drug,Syndrome1
1234,drug,Syndrome1
1241,drug,Syndrome1
1268,drug,Syndrome1
1269,drug,Syndrome1
1813,drug,Syndrome1
1814,drug,Syndrome1
1815,drug,Syndrome1
1816,drug,Syndrome1
1902,drug,Syndrome1
1909,drug,Syndrome1
1910,drug,Syndrome1
2587,drug,Syndrome1
2693,drug,Syndrome1
2798,drug,Syndrome1
2827,drug,Syndrome1
2830,drug,Syndrome1
2831,drug,Syndrome1
2832,drug,Syndrome1
2834,drug,Syndrome1
2835,drug,Syndrome1
2837,drug,Syndrome1
2842,drug,Syndrome1
2844,drug,Syndrome1
2845,drug,Syndrome1
2847,drug,Syndrome1
2849,drug,Syndrome1
2850,drug,Syndrome1
2861,drug,Syndrome1
2862,drug,Syndrome1
2863,drug,Syndrome1
2925,drug,Syndrome1
3061,drug,Syndrome1
3062,drug,Syndrome1
3274,drug,Syndrome1
3350,drug,Syndrome1
3351,drug,Syndrome1
3354,drug,Syndrome1
3355,drug,Syndrome1
3356,drug,Syndrome1
3357,drug,Syndrome1
3358,drug,Syndrome1
3360,drug,Syndrome1
3361,drug,Syndrome1
3362,drug,Syndrome1
3363,drug,Syndrome1
4046,drug,Syndrome1
4157,drug,Syndrome1
4158,drug,Syndrome1
4159,drug,Syndrome1
4160,drug,Syndrome1
4161,drug,Syndrome1
4829,drug,Syndrome1
4886,drug,Syndrome1
4887,drug,Syndrome1
4889,drug,Syndrome1
4923,drug,Syndrome1
4986,drug,Syndrome1
4987,drug,Syndrome1
5021,drug,Syndrome1
5729,drug,Syndrome1
5731,drug,Syndrome1
5732,drug,Syndrome1
5734,drug,Syndrome1
5737,drug,Syndrome1
5739,drug,Syndrome1
5956,drug,Syndrome1
5995,drug,Syndrome1
6751,drug,Syndrome1
6752,drug,Syndrome1
6754,drug,Syndrome1
6755,drug,Syndrome1
6915,drug,Syndrome1
7201,drug,Syndrome1
7852,drug,Syndrome1
8477,drug,Syndrome1
8484,drug,Syndrome1
8811,drug,Syndrome1
9038,drug,Syndrome1
9170,drug,Syndrome1
9283,drug,Syndrome1
9287,drug,Syndrome1
9293,drug,Syndrome1
10316,drug,Syndrome1
10663,drug,Syndrome1
10692,drug,Syndrome1
10803,drug,Syndrome1
10886,drug,Syndrome1
10887,drug,Syndrome1
10888,drug,Syndrome1
11245,drug,Syndrome1
11250,drug,Syndrome1
11255,drug,Syndrome1
23432,drug,Syndrome1
23566,drug,Syndrome1
23596,drug,Syndrome1
23620,drug,Syndrome1
27201,drug,Syndrome1
51289,drug,Syndrome1
53831,drug,Syndrome1
54112,drug,Syndrome1
54328,drug,Syndrome1
54329,drug,Syndrome1
56413,drug,Syndrome1
56923,drug,Syndrome1
57007,drug,Syndrome1
57413,drug,Syndrome1
59340,drug,Syndrome1
64106,drug,Syndrome1
64582,drug,Syndrome1
81491,drug,Syndrome1
83550,drug,Syndrome1
83551,drug,Syndrome1
83873,drug,Syndrome1
84109,drug,Syndrome1
84539,drug,Syndrome1
84634,drug,Syndrome1
94233,drug,Syndrome1
118442,drug,Syndrome1
124274,drug,Syndrome1
128674,drug,Syndrome1
134391,drug,Syndrome1
134864,drug,Syndrome1
139760,drug,Syndrome1
221391,drug,Syndrome1
285601,drug,Syndrome1
319100,drug,Syndrome1
338557,drug,Syndrome1
339403,drug,Syndrome1
