Gene,SetType,DiseaseType
16,drug,Syndrome3
211,drug,Syndrome3
212,drug,Syndrome3
217,drug,Syndrome3
262,drug,Syndrome3
361,drug,Syndrome3
994,drug,Syndrome3
1491,drug,Syndrome3
1499,drug,Syndrome3
1508,drug,Syndrome3
1636,drug,Syndrome3
1728,drug,Syndrome3
2539,drug,Syndrome3
2597,drug,Syndrome3
2628,drug,Syndrome3
2643,drug,Syndrome3
2687,drug,Syndrome3
2720,drug,Syndrome3
2875,drug,Syndrome3
2902,drug,Syndrome3
2936,drug,Syndrome3
2938,drug,Syndrome3
2939,drug,Syndrome3
2944,drug,Syndrome3
2990,drug,Syndrome3
3032,drug,Syndrome3
3067,drug,Syndrome3
4199,drug,Syndrome3
4314,drug,Syndrome3
4317,drug,Syndrome3
4719,drug,Syndrome3
4860,drug,Syndrome3
5210,drug,Syndrome3
5213,drug,Syndrome3
5226,drug,Syndrome3
5313,drug,Syndrome3
5447,drug,Syndrome3
5733,drug,Syndrome3
5836,drug,Syndrome3
6403,drug,Syndrome3
8824,drug,Syndrome3
8972,drug,Syndrome3
9955,drug,Syndrome3
11181,drug,Syndrome3
27232,drug,Syndrome3
54583,drug,Syndrome3
57704,drug,Syndrome3
79697,drug,Syndrome3
84706,drug,Syndrome3
116443,drug,Syndrome3
151056,drug,Syndrome3
10243,drug,Syndrome3
51399,drug,Syndrome3
8634,drug,Syndrome3
2746,drug,Syndrome3
5409,drug,Syndrome3
6240,drug,Syndrome3
54363,drug,Syndrome3
7372,drug,Syndrome3
4942,drug,Syndrome3
3029,drug,Syndrome3
10249,drug,Syndrome3
221357,drug,Syndrome3
1360,drug,Syndrome3
162466,drug,Syndrome3
5498,drug,Syndrome3
131,drug,Syndrome3
353,drug,Syndrome3
5265,drug,Syndrome3
226,drug,Syndrome3
435,drug,Syndrome3
30814,drug,Syndrome3
2997,drug,Syndrome3
4594,drug,Syndrome3
8566,drug,Syndrome3
23743,drug,Syndrome3
92292,drug,Syndrome3
8604,drug,Syndrome3
50700,drug,Syndrome3
275,drug,Syndrome3
6697,drug,Syndrome3
56953,drug,Syndrome3
2592,drug,Syndrome3
7296,drug,Syndrome3
23464,drug,Syndrome3
55869,drug,Syndrome3
2593,drug,Syndrome3
2232,drug,Syndrome3
1357,drug,Syndrome3
51095,drug,Syndrome3
4048,drug,Syndrome3
306,drug,Syndrome3
2954,drug,Syndrome3
5198,drug,Syndrome3
3945,drug,Syndrome3
206358,drug,Syndrome3
112724,drug,Syndrome3
5315,drug,Syndrome3
7389,drug,Syndrome3
1158,drug,Syndrome3
36,drug,Syndrome3
223,drug,Syndrome3
498,drug,Syndrome3
5837,drug,Syndrome3
378,drug,Syndrome3
383,drug,Syndrome3
375,drug,Syndrome3
1760,drug,Syndrome3
5831,drug,Syndrome3
4728,drug,Syndrome3
733,drug,Syndrome3
6472,drug,Syndrome3
216,drug,Syndrome3
10136,drug,Syndrome3
5050,drug,Syndrome3
122622,drug,Syndrome3
873,drug,Syndrome3
29920,drug,Syndrome3
10166,drug,Syndrome3
10465,drug,Syndrome3
2821,drug,Syndrome3
51109,drug,Syndrome3
5682,drug,Syndrome3
80150,drug,Syndrome3
2905,drug,Syndrome3
7001,drug,Syndrome3
55349,drug,Syndrome3
57026,drug,Syndrome3
64080,drug,Syndrome3
4722,drug,Syndrome3
2730,drug,Syndrome3
2588,drug,Syndrome3
4723,drug,Syndrome3
2346,drug,Syndrome3
2747,drug,Syndrome3
2760,drug,Syndrome3
162417,drug,Syndrome3
6389,drug,Syndrome3
8001,drug,Syndrome3
2731,drug,Syndrome3
57505,drug,Syndrome3
875,drug,Syndrome3
9054,drug,Syndrome3
10007,drug,Syndrome3
2582,drug,Syndrome3
5478,drug,Syndrome3
95,drug,Syndrome3
10165,drug,Syndrome3
2948,drug,Syndrome3
9563,drug,Syndrome3
4255,drug,Syndrome3
1610,drug,Syndrome3
10993,drug,Syndrome3
8659,drug,Syndrome3
10988,drug,Syndrome3
1468,drug,Syndrome3
7923,drug,Syndrome3
5162,drug,Syndrome3
2742,drug,Syndrome3
51181,drug,Syndrome3
11212,drug,Syndrome3
219,drug,Syndrome3
2280,drug,Syndrome3
10673,drug,Syndrome3
9836,drug,Syndrome3
3939,drug,Syndrome3
6470,drug,Syndrome3
64902,drug,Syndrome3
635,drug,Syndrome3
883,drug,Syndrome3
2162,drug,Syndrome3
5207,drug,Syndrome3
51268,drug,Syndrome3
9377,drug,Syndrome3
80896,drug,Syndrome3
6035,drug,Syndrome3
4548,drug,Syndrome3
8942,drug,Syndrome3
5095,drug,Syndrome3
85007,drug,Syndrome3
5091,drug,Syndrome3
150,drug,Syndrome3
759,drug,Syndrome3
646625,drug,Syndrome3
5579,drug,Syndrome3
5602,drug,Syndrome3
3553,drug,Syndrome3
1557,drug,Syndrome3
1559,drug,Syndrome3
4552,drug,Syndrome3
4852,drug,Syndrome3
27158,drug,Syndrome3
55253,drug,Syndrome3
949,drug,Syndrome3
2194,drug,Syndrome3
168667,drug,Syndrome3
329,drug,Syndrome3
399665,drug,Syndrome3
1536,drug,Syndrome3
1666,drug,Syndrome3
1994,drug,Syndrome3
2309,drug,Syndrome3
3146,drug,Syndrome3
3148,drug,Syndrome3
3149,drug,Syndrome3
3875,drug,Syndrome3
3952,drug,Syndrome3
4689,drug,Syndrome3
7019,drug,Syndrome3
7082,drug,Syndrome3
7225,drug,Syndrome3
7343,drug,Syndrome3
9644,drug,Syndrome3
9760,drug,Syndrome3
10362,drug,Syndrome3
10363,drug,Syndrome3
27035,drug,Syndrome3
27324,drug,Syndrome3
50506,drug,Syndrome3
50507,drug,Syndrome3
50508,drug,Syndrome3
53905,drug,Syndrome3
54106,drug,Syndrome3
79400,drug,Syndrome3
81631,drug,Syndrome3
84969,drug,Syndrome3
124056,drug,Syndrome3
127540,drug,Syndrome3
285590,drug,Syndrome3
653361,drug,Syndrome3
151,drug,Syndrome3
152,drug,Syndrome3
5569,drug,Syndrome3
387,drug,Syndrome3
2033,drug,Syndrome3
25,drug,Syndrome3
49,drug,Syndrome3
51,drug,Syndrome3
142,drug,Syndrome3
213,drug,Syndrome3
284,drug,Syndrome3
285,drug,Syndrome3
317,drug,Syndrome3
354,drug,Syndrome3
355,drug,Syndrome3
467,drug,Syndrome3
468,drug,Syndrome3
472,drug,Syndrome3
566,drug,Syndrome3
578,drug,Syndrome3
623,drug,Syndrome3
629,drug,Syndrome3
637,drug,Syndrome3
663,drug,Syndrome3
664,drug,Syndrome3
665,drug,Syndrome3
716,drug,Syndrome3
717,drug,Syndrome3
796,drug,Syndrome3
797,drug,Syndrome3
837,drug,Syndrome3
1027,drug,Syndrome3
1072,drug,Syndrome3
1215,drug,Syndrome3
1374,drug,Syndrome3
1506,drug,Syndrome3
1511,drug,Syndrome3
1565,drug,Syndrome3
1576,drug,Syndrome3
1647,drug,Syndrome3
1649,drug,Syndrome3
1675,drug,Syndrome3
1676,drug,Syndrome3
1869,drug,Syndrome3
1874,drug,Syndrome3
1990,drug,Syndrome3
1991,drug,Syndrome3
2057,drug,Syndrome3
2081,drug,Syndrome3
2147,drug,Syndrome3
2150,drug,Syndrome3
2158,drug,Syndrome3
2159,drug,Syndrome3
2160,drug,Syndrome3
2161,drug,Syndrome3
2167,drug,Syndrome3
2171,drug,Syndrome3
2181,drug,Syndrome3
2520,drug,Syndrome3
2623,drug,Syndrome3
2670,drug,Syndrome3
2993,drug,Syndrome3
2999,drug,Syndrome3
3001,drug,Syndrome3
3002,drug,Syndrome3
3003,drug,Syndrome3
3004,drug,Syndrome3
3026,drug,Syndrome3
3043,drug,Syndrome3
3082,drug,Syndrome3
3083,drug,Syndrome3
3169,drug,Syndrome3
3240,drug,Syndrome3
3249,drug,Syndrome3
3250,drug,Syndrome3
3265,drug,Syndrome3
3284,drug,Syndrome3
3309,drug,Syndrome3
3426,drug,Syndrome3
3479,drug,Syndrome3
3484,drug,Syndrome3
3716,drug,Syndrome3
3726,drug,Syndrome3
3816,drug,Syndrome3
3817,drug,Syndrome3
3818,drug,Syndrome3
3956,drug,Syndrome3
4018,drug,Syndrome3
4057,drug,Syndrome3
4485,drug,Syndrome3
4609,drug,Syndrome3
4780,drug,Syndrome3
4864,drug,Syndrome3
5236,drug,Syndrome3
5243,drug,Syndrome3
5327,drug,Syndrome3
5329,drug,Syndrome3
5443,drug,Syndrome3
5580,drug,Syndrome3
5591,drug,Syndrome3
5599,drug,Syndrome3
5601,drug,Syndrome3
5604,drug,Syndrome3
5624,drug,Syndrome3
5648,drug,Syndrome3
5650,drug,Syndrome3
5651,drug,Syndrome3
5652,drug,Syndrome3
5653,drug,Syndrome3
5655,drug,Syndrome3
5657,drug,Syndrome3
6197,drug,Syndrome3
6275,drug,Syndrome3
6342,drug,Syndrome3
6558,drug,Syndrome3
6622,drug,Syndrome3
6688,drug,Syndrome3
6768,drug,Syndrome3
6772,drug,Syndrome3
6774,drug,Syndrome3
6863,drug,Syndrome3
6869,drug,Syndrome3
6885,drug,Syndrome3
7010,drug,Syndrome3
7039,drug,Syndrome3
7076,drug,Syndrome3
7078,drug,Syndrome3
7108,drug,Syndrome3
7113,drug,Syndrome3
7132,drug,Syndrome3
7177,drug,Syndrome3
7184,drug,Syndrome3
7187,drug,Syndrome3
7350,drug,Syndrome3
7412,drug,Syndrome3
7474,drug,Syndrome3
8492,drug,Syndrome3
8718,drug,Syndrome3
8743,drug,Syndrome3
8767,drug,Syndrome3
8795,drug,Syndrome3
8797,drug,Syndrome3
8858,drug,Syndrome3
8912,drug,Syndrome3
9407,drug,Syndrome3
9474,drug,Syndrome3
9518,drug,Syndrome3
9531,drug,Syndrome3
9588,drug,Syndrome3
9618,drug,Syndrome3
9622,drug,Syndrome3
9774,drug,Syndrome3
10495,drug,Syndrome3
10699,drug,Syndrome3
10747,drug,Syndrome3
10942,drug,Syndrome3
11012,drug,Syndrome3
11200,drug,Syndrome3
11202,drug,Syndrome3
11330,drug,Syndrome3
23411,drug,Syndrome3
23430,drug,Syndrome3
23436,drug,Syndrome3
25818,drug,Syndrome3
25823,drug,Syndrome3
26085,drug,Syndrome3
28983,drug,Syndrome3
29122,drug,Syndrome3
43847,drug,Syndrome3
43849,drug,Syndrome3
51032,drug,Syndrome3
51083,drug,Syndrome3
51279,drug,Syndrome3
51393,drug,Syndrome3
54971,drug,Syndrome3
55503,drug,Syndrome3
55554,drug,Syndrome3
56302,drug,Syndrome3
56649,drug,Syndrome3
58488,drug,Syndrome3
59341,drug,Syndrome3
63036,drug,Syndrome3
64063,drug,Syndrome3
64699,drug,Syndrome3
80781,drug,Syndrome3
80975,drug,Syndrome3
83886,drug,Syndrome3
84000,drug,Syndrome3
112401,drug,Syndrome3
132724,drug,Syndrome3
136242,drug,Syndrome3
136541,drug,Syndrome3
146547,drug,Syndrome3
150527,drug,Syndrome3
162514,drug,Syndrome3
164656,drug,Syndrome3
203074,drug,Syndrome3
221191,drug,Syndrome3
260429,drug,Syndrome3
283471,drug,Syndrome3
283871,drug,Syndrome3
284366,drug,Syndrome3
339105,drug,Syndrome3
339501,drug,Syndrome3
339906,drug,Syndrome3
339967,drug,Syndrome3
341350,drug,Syndrome3
344805,drug,Syndrome3
345062,drug,Syndrome3
360200,drug,Syndrome3
377047,drug,Syndrome3
387082,drug,Syndrome3
389208,drug,Syndrome3
400668,drug,Syndrome3
440387,drug,Syndrome3
100287362,drug,Syndrome3
100506658,drug,Syndrome3
183,drug,Syndrome3
186,drug,Syndrome3
187,drug,Syndrome3
301,drug,Syndrome3
643,drug,Syndrome3
718,drug,Syndrome3
719,drug,Syndrome3
727,drug,Syndrome3
728,drug,Syndrome3
846,drug,Syndrome3
1230,drug,Syndrome3
1232,drug,Syndrome3
1233,drug,Syndrome3
1234,drug,Syndrome3
1235,drug,Syndrome3
1236,drug,Syndrome3
1237,drug,Syndrome3
1268,drug,Syndrome3
1269,drug,Syndrome3
1548,drug,Syndrome3
1553,drug,Syndrome3
1645,drug,Syndrome3
1813,drug,Syndrome3
1814,drug,Syndrome3
1815,drug,Syndrome3
1901,drug,Syndrome3
1902,drug,Syndrome3
1903,drug,Syndrome3
2357,drug,Syndrome3
2358,drug,Syndrome3
2359,drug,Syndrome3
2587,drug,Syndrome3
2729,drug,Syndrome3
2770,drug,Syndrome3
2771,drug,Syndrome3
2773,drug,Syndrome3
2826,drug,Syndrome3
2831,drug,Syndrome3
2832,drug,Syndrome3
2833,drug,Syndrome3
2840,drug,Syndrome3
2841,drug,Syndrome3
2847,drug,Syndrome3
2852,drug,Syndrome3
2912,drug,Syndrome3
2913,drug,Syndrome3
2914,drug,Syndrome3
2916,drug,Syndrome3
2917,drug,Syndrome3
2918,drug,Syndrome3
2919,drug,Syndrome3
2920,drug,Syndrome3
2921,drug,Syndrome3
3350,drug,Syndrome3
3351,drug,Syndrome3
3354,drug,Syndrome3
3355,drug,Syndrome3
3361,drug,Syndrome3
3577,drug,Syndrome3
3579,drug,Syndrome3
3627,drug,Syndrome3
3827,drug,Syndrome3
4241,drug,Syndrome3
4256,drug,Syndrome3
4283,drug,Syndrome3
4543,drug,Syndrome3
4544,drug,Syndrome3
4886,drug,Syndrome3
4887,drug,Syndrome3
4889,drug,Syndrome3
4986,drug,Syndrome3
4987,drug,Syndrome3
5030,drug,Syndrome3
5173,drug,Syndrome3
5179,drug,Syndrome3
5367,drug,Syndrome3
5368,drug,Syndrome3
5473,drug,Syndrome3
5539,drug,Syndrome3
5726,drug,Syndrome3
6288,drug,Syndrome3
6363,drug,Syndrome3
6364,drug,Syndrome3
6366,drug,Syndrome3
6370,drug,Syndrome3
6372,drug,Syndrome3
6373,drug,Syndrome3
6374,drug,Syndrome3
6387,drug,Syndrome3
6750,drug,Syndrome3
6751,drug,Syndrome3
6752,drug,Syndrome3
6754,drug,Syndrome3
6755,drug,Syndrome3
7018,drug,Syndrome3
7852,drug,Syndrome3
8484,drug,Syndrome3
8698,drug,Syndrome3
8811,drug,Syndrome3
8843,drug,Syndrome3
9170,drug,Syndrome3
9290,drug,Syndrome3
9294,drug,Syndrome3
9934,drug,Syndrome3
10316,drug,Syndrome3
10563,drug,Syndrome3
10663,drug,Syndrome3
10803,drug,Syndrome3
10850,drug,Syndrome3
10874,drug,Syndrome3
11251,drug,Syndrome3
11255,drug,Syndrome3
23566,drug,Syndrome3
23632,drug,Syndrome3
27199,drug,Syndrome3
50831,drug,Syndrome3
50832,drug,Syndrome3
50833,drug,Syndrome3
50834,drug,Syndrome3
50835,drug,Syndrome3
50836,drug,Syndrome3
50837,drug,Syndrome3
50838,drug,Syndrome3
50839,drug,Syndrome3
50840,drug,Syndrome3
50865,drug,Syndrome3
51289,drug,Syndrome3
51582,drug,Syndrome3
53637,drug,Syndrome3
53829,drug,Syndrome3
54331,drug,Syndrome3
54429,drug,Syndrome3
56477,drug,Syndrome3
56670,drug,Syndrome3
56923,drug,Syndrome3
57007,drug,Syndrome3
57121,drug,Syndrome3
57413,drug,Syndrome3
58191,drug,Syndrome3
59340,drug,Syndrome3
64805,drug,Syndrome3
84539,drug,Syndrome3
129521,drug,Syndrome3
165140,drug,Syndrome3
256933,drug,Syndrome3
259285,drug,Syndrome3
259286,drug,Syndrome3
259287,drug,Syndrome3
259289,drug,Syndrome3
259290,drug,Syndrome3
259292,drug,Syndrome3
259293,drug,Syndrome3
259294,drug,Syndrome3
259295,drug,Syndrome3
259296,drug,Syndrome3
283869,drug,Syndrome3
338398,drug,Syndrome3
338442,drug,Syndrome3
339403,drug,Syndrome3
346562,drug,Syndrome3
353164,drug,Syndrome3
729230,drug,Syndrome3
100463498,drug,Syndrome3
100996758,drug,Syndrome3
55,drug,Syndrome3
4124,drug,Syndrome3
11253,drug,Syndrome3
1244,drug,Syndrome3
2475,drug,Syndrome3
5321,drug,Syndrome3
8856,drug,Syndrome3
1133,drug,Syndrome3
768,drug,Syndrome3
766,drug,Syndrome3
6347,drug,Syndrome3
196,drug,Syndrome3
249,drug,Syndrome3
567,drug,Syndrome3
654,drug,Syndrome3
699,drug,Syndrome3
773,drug,Syndrome3
774,drug,Syndrome3
775,drug,Syndrome3
776,drug,Syndrome3
778,drug,Syndrome3
779,drug,Syndrome3
942,drug,Syndrome3
948,drug,Syndrome3
1390,drug,Syndrome3
1429,drug,Syndrome3
1514,drug,Syndrome3
1545,drug,Syndrome3
1593,drug,Syndrome3
1736,drug,Syndrome3
1870,drug,Syndrome3
1871,drug,Syndrome3
1875,drug,Syndrome3
1876,drug,Syndrome3
1959,drug,Syndrome3
2213,drug,Syndrome3
2235,drug,Syndrome3
2512,drug,Syndrome3
2878,drug,Syndrome3
2994,drug,Syndrome3
3310,drug,Syndrome3
3381,drug,Syndrome3
3422,drug,Syndrome3
3575,drug,Syndrome3
3603,drug,Syndrome3
3606,drug,Syndrome3
3655,drug,Syndrome3
3688,drug,Syndrome3
3741,drug,Syndrome3
3759,drug,Syndrome3
4084,drug,Syndrome3
4097,drug,Syndrome3
4257,drug,Syndrome3
4501,drug,Syndrome3
4582,drug,Syndrome3
4602,drug,Syndrome3
4927,drug,Syndrome3
5142,drug,Syndrome3
5222,drug,Syndrome3
5366,drug,Syndrome3
5530,drug,Syndrome3
5996,drug,Syndrome3
6157,drug,Syndrome3
6303,drug,Syndrome3
6328,drug,Syndrome3
6334,drug,Syndrome3
6335,drug,Syndrome3
6336,drug,Syndrome3
6357,drug,Syndrome3
6383,drug,Syndrome3
6504,drug,Syndrome3
6515,drug,Syndrome3
6648,drug,Syndrome3
6649,drug,Syndrome3
6775,drug,Syndrome3
6777,drug,Syndrome3
7099,drug,Syndrome3
7128,drug,Syndrome3
7130,drug,Syndrome3
7222,drug,Syndrome3
7358,drug,Syndrome3
7421,drug,Syndrome3
7709,drug,Syndrome3
7850,drug,Syndrome3
7975,drug,Syndrome3
8301,drug,Syndrome3
8626,drug,Syndrome3
8913,drug,Syndrome3
8989,drug,Syndrome3
9493,drug,Syndrome3
9787,drug,Syndrome3
10123,drug,Syndrome3
10135,drug,Syndrome3
10203,drug,Syndrome3
10587,drug,Syndrome3
10606,drug,Syndrome3
10808,drug,Syndrome3
10935,drug,Syndrome3
11080,drug,Syndrome3
11280,drug,Syndrome3
22949,drug,Syndrome3
23460,drug,Syndrome3
23764,drug,Syndrome3
25828,drug,Syndrome3
26034,drug,Syndrome3
26268,drug,Syndrome3
27032,drug,Syndrome3
28985,drug,Syndrome3
29126,drug,Syndrome3
50484,drug,Syndrome3
50856,drug,Syndrome3
51318,drug,Syndrome3
54497,drug,Syndrome3
54578,drug,Syndrome3
55114,drug,Syndrome3
57016,drug,Syndrome3
57102,drug,Syndrome3
57491,drug,Syndrome3
58475,drug,Syndrome3
117144,drug,Syndrome3
117247,drug,Syndrome3
133418,drug,Syndrome3
140809,drug,Syndrome3
220988,drug,Syndrome3
259232,drug,Syndrome3
650,drug,Syndrome3
652,drug,Syndrome3
762,drug,Syndrome3
286,drug,Syndrome3
287,drug,Syndrome3
288,drug,Syndrome3
580,drug,Syndrome3
602,drug,Syndrome3
1030,drug,Syndrome3
1031,drug,Syndrome3
1032,drug,Syndrome3
1555,drug,Syndrome3
2553,drug,Syndrome3
3611,drug,Syndrome3
4659,drug,Syndrome3
4790,drug,Syndrome3
4791,drug,Syndrome3
4793,drug,Syndrome3
4794,drug,Syndrome3
4796,drug,Syndrome3
4851,drug,Syndrome3
4853,drug,Syndrome3
4854,drug,Syndrome3
4855,drug,Syndrome3
5716,drug,Syndrome3
6041,drug,Syndrome3
8398,drug,Syndrome3
8625,drug,Syndrome3
8658,drug,Syndrome3
9627,drug,Syndrome3
10116,drug,Syndrome3
10919,drug,Syndrome3
