Gene,SetType,DiseaseType
8884,drug,Syndrome2
9311,drug,Syndrome2
10096,drug,Syndrome2
10097,drug,Syndrome2
10120,drug,Syndrome2
10121,drug,Syndrome2
10396,drug,Syndrome2
10880,drug,Syndrome2
10881,drug,Syndrome2
23038,drug,Syndrome2
51412,drug,Syndrome2
51738,drug,Syndrome2
51802,drug,Syndrome2
51816,drug,Syndrome2
55515,drug,Syndrome2
55860,drug,Syndrome2
57180,drug,Syndrome2
60482,drug,Syndrome2
81569,drug,Syndrome2
84517,drug,Syndrome2
93973,drug,Syndrome2
139741,drug,Syndrome2
140625,drug,Syndrome2
159963,drug,Syndrome2
160728,drug,Syndrome2
161823,drug,Syndrome2
170487,drug,Syndrome2
284382,drug,Syndrome2
345651,drug,Syndrome2
445582,drug,Syndrome2
653269,drug,Syndrome2
653781,drug,Syndrome2
653857,drug,Syndrome2
646625,drug,Syndrome2
5579,drug,Syndrome2
5594,drug,Syndrome2
5241,drug,Syndrome2
5602,drug,Syndrome2
1139,drug,Syndrome2
6256,drug,Syndrome2
147,drug,Syndrome2
3553,drug,Syndrome2
596,drug,Syndrome2
1543,drug,Syndrome2
1557,drug,Syndrome2
1559,drug,Syndrome2
4552,drug,Syndrome2
4852,drug,Syndrome2
7157,drug,Syndrome2
27158,drug,Syndrome2
55253,drug,Syndrome2
949,drug,Syndrome2
2194,drug,Syndrome2
3630,drug,Syndrome2
168667,drug,Syndrome2
329,drug,Syndrome2
581,drug,Syndrome2
842,drug,Syndrome2
3383,drug,Syndrome2
399665,drug,Syndrome2
3757,drug,Syndrome2
1536,drug,Syndrome2
1666,drug,Syndrome2
1994,drug,Syndrome2
2309,drug,Syndrome2
3146,drug,Syndrome2
3148,drug,Syndrome2
3149,drug,Syndrome2
3875,drug,Syndrome2
3952,drug,Syndrome2
4689,drug,Syndrome2
7019,drug,Syndrome2
7082,drug,Syndrome2
7225,drug,Syndrome2
7343,drug,Syndrome2
9644,drug,Syndrome2
9760,drug,Syndrome2
10362,drug,Syndrome2
10363,drug,Syndrome2
27035,drug,Syndrome2
27324,drug,Syndrome2
50506,drug,Syndrome2
50507,drug,Syndrome2
50508,drug,Syndrome2
53905,drug,Syndrome2
54106,drug,Syndrome2
54205,drug,Syndrome2
79400,drug,Syndrome2
81631,drug,Syndrome2
84969,drug,Syndrome2
124056,drug,Syndrome2
127540,drug,Syndrome2
285590,drug,Syndrome2
653361,drug,Syndrome2
151,drug,Syndrome2
152,drug,Syndrome2
3458,drug,Syndrome2
148,drug,Syndrome2
146,drug,Syndrome2
5569,drug,Syndrome2
387,drug,Syndrome2
862,drug,Syndrome2
891,drug,Syndrome2
1026,drug,Syndrome2
3692,drug,Syndrome2
5424,drug,Syndrome2
5925,drug,Syndrome2
7011,drug,Syndrome2
983,drug,Syndrome2
841,drug,Syndrome2
3725,drug,Syndrome2
4133,drug,Syndrome2
5444,drug,Syndrome2
5578,drug,Syndrome2
7040,drug,Syndrome2
1132,drug,Syndrome2
1812,drug,Syndrome2
4988,drug,Syndrome2
2033,drug,Syndrome2
2168,drug,Syndrome2
5465,drug,Syndrome2
5948,drug,Syndrome2
25,drug,Syndrome2
49,drug,Syndrome2
51,drug,Syndrome2
142,drug,Syndrome2
207,drug,Syndrome2
213,drug,Syndrome2
284,drug,Syndrome2
285,drug,Syndrome2
317,drug,Syndrome2
332,drug,Syndrome2
354,drug,Syndrome2
355,drug,Syndrome2
467,drug,Syndrome2
468,drug,Syndrome2
472,drug,Syndrome2
566,drug,Syndrome2
572,drug,Syndrome2
578,drug,Syndrome2
595,drug,Syndrome2
598,drug,Syndrome2
623,drug,Syndrome2
629,drug,Syndrome2
637,drug,Syndrome2
663,drug,Syndrome2
664,drug,Syndrome2
665,drug,Syndrome2
716,drug,Syndrome2
717,drug,Syndrome2
796,drug,Syndrome2
797,drug,Syndrome2
837,drug,Syndrome2
840,drug,Syndrome2
885,drug,Syndrome2
1027,drug,Syndrome2
1072,drug,Syndrome2
1215,drug,Syndrome2
1374,drug,Syndrome2
1506,drug,Syndrome2
1511,drug,Syndrome2
1544,drug,Syndrome2
1565,drug,Syndrome2
1576,drug,Syndrome2
1647,drug,Syndrome2
1649,drug,Syndrome2
1675,drug,Syndrome2
1676,drug,Syndrome2
1869,drug,Syndrome2
1874,drug,Syndrome2
1956,drug,Syndrome2
1990,drug,Syndrome2
1991,drug,Syndrome2
2057,drug,Syndrome2
2064,drug,Syndrome2
2081,drug,Syndrome2
2147,drug,Syndrome2
2150,drug,Syndrome2
2158,drug,Syndrome2
2159,drug,Syndrome2
2160,drug,Syndrome2
2161,drug,Syndrome2
2167,drug,Syndrome2
2171,drug,Syndrome2
2181,drug,Syndrome2
2520,drug,Syndrome2
2596,drug,Syndrome2
2623,drug,Syndrome2
2670,drug,Syndrome2
2993,drug,Syndrome2
2999,drug,Syndrome2
3001,drug,Syndrome2
3002,drug,Syndrome2
3003,drug,Syndrome2
3004,drug,Syndrome2
3026,drug,Syndrome2
3043,drug,Syndrome2
3082,drug,Syndrome2
3083,drug,Syndrome2
3169,drug,Syndrome2
3240,drug,Syndrome2
3249,drug,Syndrome2
3250,drug,Syndrome2
3265,drug,Syndrome2
3284,drug,Syndrome2
3309,drug,Syndrome2
3426,drug,Syndrome2
3479,drug,Syndrome2
3480,drug,Syndrome2
3484,drug,Syndrome2
3558,drug,Syndrome2
3716,drug,Syndrome2
3726,drug,Syndrome2
3816,drug,Syndrome2
3817,drug,Syndrome2
3818,drug,Syndrome2
3956,drug,Syndrome2
4018,drug,Syndrome2
4057,drug,Syndrome2
4170,drug,Syndrome2
4485,drug,Syndrome2
4609,drug,Syndrome2
4780,drug,Syndrome2
4792,drug,Syndrome2
4864,drug,Syndrome2
5054,drug,Syndrome2
5236,drug,Syndrome2
5243,drug,Syndrome2
5327,drug,Syndrome2
5328,drug,Syndrome2
5329,drug,Syndrome2
5340,drug,Syndrome2
5443,drug,Syndrome2
5580,drug,Syndrome2
5591,drug,Syndrome2
5595,drug,Syndrome2
5599,drug,Syndrome2
5601,drug,Syndrome2
5604,drug,Syndrome2
5624,drug,Syndrome2
5648,drug,Syndrome2
5650,drug,Syndrome2
5651,drug,Syndrome2
5652,drug,Syndrome2
5653,drug,Syndrome2
5655,drug,Syndrome2
5657,drug,Syndrome2
6197,drug,Syndrome2
6257,drug,Syndrome2
6275,drug,Syndrome2
6307,drug,Syndrome2
6342,drug,Syndrome2
6558,drug,Syndrome2
6622,drug,Syndrome2
6688,drug,Syndrome2
6768,drug,Syndrome2
6772,drug,Syndrome2
6774,drug,Syndrome2
6863,drug,Syndrome2
6869,drug,Syndrome2
6885,drug,Syndrome2
7010,drug,Syndrome2
7039,drug,Syndrome2
7076,drug,Syndrome2
7078,drug,Syndrome2
7108,drug,Syndrome2
7113,drug,Syndrome2
7132,drug,Syndrome2
7177,drug,Syndrome2
7184,drug,Syndrome2
7187,drug,Syndrome2
7350,drug,Syndrome2
7412,drug,Syndrome2
7442,drug,Syndrome2
7474,drug,Syndrome2
8492,drug,Syndrome2
8718,drug,Syndrome2
8743,drug,Syndrome2
8767,drug,Syndrome2
8795,drug,Syndrome2
8797,drug,Syndrome2
8837,drug,Syndrome2
8858,drug,Syndrome2
8912,drug,Syndrome2
9407,drug,Syndrome2
9474,drug,Syndrome2
9518,drug,Syndrome2
9531,drug,Syndrome2
9588,drug,Syndrome2
9618,drug,Syndrome2
9622,drug,Syndrome2
9774,drug,Syndrome2
10495,drug,Syndrome2
10699,drug,Syndrome2
10747,drug,Syndrome2
10942,drug,Syndrome2
11012,drug,Syndrome2
11200,drug,Syndrome2
11202,drug,Syndrome2
11330,drug,Syndrome2
23411,drug,Syndrome2
23430,drug,Syndrome2
23436,drug,Syndrome2
25818,drug,Syndrome2
25823,drug,Syndrome2
26085,drug,Syndrome2
28983,drug,Syndrome2
29122,drug,Syndrome2
43847,drug,Syndrome2
43849,drug,Syndrome2
51032,drug,Syndrome2
51083,drug,Syndrome2
51279,drug,Syndrome2
51393,drug,Syndrome2
54971,drug,Syndrome2
55503,drug,Syndrome2
55554,drug,Syndrome2
56302,drug,Syndrome2
56649,drug,Syndrome2
58488,drug,Syndrome2
59341,drug,Syndrome2
63036,drug,Syndrome2
64063,drug,Syndrome2
64699,drug,Syndrome2
80781,drug,Syndrome2
80975,drug,Syndrome2
83886,drug,Syndrome2
84000,drug,Syndrome2
112401,drug,Syndrome2
132724,drug,Syndrome2
136242,drug,Syndrome2
136541,drug,Syndrome2
146547,drug,Syndrome2
150527,drug,Syndrome2
162514,drug,Syndrome2
164656,drug,Syndrome2
203074,drug,Syndrome2
221191,drug,Syndrome2
260429,drug,Syndrome2
283471,drug,Syndrome2
283871,drug,Syndrome2
284366,drug,Syndrome2
339105,drug,Syndrome2
339501,drug,Syndrome2
339906,drug,Syndrome2
339967,drug,Syndrome2
341350,drug,Syndrome2
344805,drug,Syndrome2
345062,drug,Syndrome2
360200,drug,Syndrome2
377047,drug,Syndrome2
387082,drug,Syndrome2
389208,drug,Syndrome2
400668,drug,Syndrome2
440387,drug,Syndrome2
100287362,drug,Syndrome2
100506658,drug,Syndrome2
183,drug,Syndrome2
186,drug,Syndrome2
187,drug,Syndrome2
301,drug,Syndrome2
351,drug,Syndrome2
643,drug,Syndrome2
718,drug,Syndrome2
719,drug,Syndrome2
727,drug,Syndrome2
728,drug,Syndrome2
846,drug,Syndrome2
1230,drug,Syndrome2
1232,drug,Syndrome2
1233,drug,Syndrome2
1234,drug,Syndrome2
1235,drug,Syndrome2
1236,drug,Syndrome2
1237,drug,Syndrome2
1268,drug,Syndrome2
1269,drug,Syndrome2
1548,drug,Syndrome2
1553,drug,Syndrome2
1645,drug,Syndrome2
1813,drug,Syndrome2
1814,drug,Syndrome2
1815,drug,Syndrome2
1901,drug,Syndrome2
1902,drug,Syndrome2
1903,drug,Syndrome2
2357,drug,Syndrome2
2358,drug,Syndrome2
2359,drug,Syndrome2
2587,drug,Syndrome2
2729,drug,Syndrome2
2770,drug,Syndrome2
2771,drug,Syndrome2
2773,drug,Syndrome2
2826,drug,Syndrome2
2831,drug,Syndrome2
2832,drug,Syndrome2
2833,drug,Syndrome2
2840,drug,Syndrome2
2841,drug,Syndrome2
2847,drug,Syndrome2
2852,drug,Syndrome2
2912,drug,Syndrome2
2913,drug,Syndrome2
2914,drug,Syndrome2
2916,drug,Syndrome2
2917,drug,Syndrome2
2918,drug,Syndrome2
2919,drug,Syndrome2
2920,drug,Syndrome2
2921,drug,Syndrome2
3350,drug,Syndrome2
3351,drug,Syndrome2
3354,drug,Syndrome2
3355,drug,Syndrome2
3361,drug,Syndrome2
3577,drug,Syndrome2
3579,drug,Syndrome2
3627,drug,Syndrome2
3827,drug,Syndrome2
4241,drug,Syndrome2
4256,drug,Syndrome2
4283,drug,Syndrome2
4543,drug,Syndrome2
4544,drug,Syndrome2
4886,drug,Syndrome2
4887,drug,Syndrome2
4889,drug,Syndrome2
4985,drug,Syndrome2
4986,drug,Syndrome2
4987,drug,Syndrome2
5030,drug,Syndrome2
5173,drug,Syndrome2
5179,drug,Syndrome2
5367,drug,Syndrome2
5368,drug,Syndrome2
5473,drug,Syndrome2
5539,drug,Syndrome2
5697,drug,Syndrome2
5726,drug,Syndrome2
6288,drug,Syndrome2
6363,drug,Syndrome2
6364,drug,Syndrome2
6366,drug,Syndrome2
6370,drug,Syndrome2
6372,drug,Syndrome2
6373,drug,Syndrome2
6374,drug,Syndrome2
6387,drug,Syndrome2
6750,drug,Syndrome2
6751,drug,Syndrome2
6752,drug,Syndrome2
6754,drug,Syndrome2
6755,drug,Syndrome2
7018,drug,Syndrome2
7852,drug,Syndrome2
8484,drug,Syndrome2
8698,drug,Syndrome2
8811,drug,Syndrome2
8843,drug,Syndrome2
9170,drug,Syndrome2
9290,drug,Syndrome2
9294,drug,Syndrome2
9934,drug,Syndrome2
10316,drug,Syndrome2
10563,drug,Syndrome2
10663,drug,Syndrome2
10803,drug,Syndrome2
10850,drug,Syndrome2
10874,drug,Syndrome2
11251,drug,Syndrome2
11255,drug,Syndrome2
23566,drug,Syndrome2
23632,drug,Syndrome2
27199,drug,Syndrome2
50831,drug,Syndrome2
50832,drug,Syndrome2
50833,drug,Syndrome2
50834,drug,Syndrome2
50835,drug,Syndrome2
50836,drug,Syndrome2
50837,drug,Syndrome2
50838,drug,Syndrome2
50839,drug,Syndrome2
50840,drug,Syndrome2
50865,drug,Syndrome2
51289,drug,Syndrome2
51582,drug,Syndrome2
53637,drug,Syndrome2
53829,drug,Syndrome2
54331,drug,Syndrome2
54429,drug,Syndrome2
56477,drug,Syndrome2
56670,drug,Syndrome2
56923,drug,Syndrome2
57007,drug,Syndrome2
57121,drug,Syndrome2
57413,drug,Syndrome2
58191,drug,Syndrome2
59340,drug,Syndrome2
64805,drug,Syndrome2
84539,drug,Syndrome2
129521,drug,Syndrome2
165140,drug,Syndrome2
256933,drug,Syndrome2
259285,drug,Syndrome2
259286,drug,Syndrome2
259287,drug,Syndrome2
259289,drug,Syndrome2
259290,drug,Syndrome2
259292,drug,Syndrome2
259293,drug,Syndrome2
259294,drug,Syndrome2
259295,drug,Syndrome2
259296,drug,Syndrome2
283869,drug,Syndrome2
338398,drug,Syndrome2
338442,drug,Syndrome2
339403,drug,Syndrome2
346562,drug,Syndrome2
353164,drug,Syndrome2
729230,drug,Syndrome2
100463498,drug,Syndrome2
100996758,drug,Syndrome2
55,drug,Syndrome2
4124,drug,Syndrome2
11253,drug,Syndrome2
1244,drug,Syndrome2
2475,drug,Syndrome2
5321,drug,Syndrome2
8856,drug,Syndrome2
1133,drug,Syndrome2
768,drug,Syndrome2
1019,drug,Syndrome2
51191,drug,Syndrome2
766,drug,Syndrome2
6347,drug,Syndrome2
196,drug,Syndrome2
249,drug,Syndrome2
567,drug,Syndrome2
654,drug,Syndrome2
699,drug,Syndrome2
773,drug,Syndrome2
774,drug,Syndrome2
775,drug,Syndrome2
776,drug,Syndrome2
778,drug,Syndrome2
779,drug,Syndrome2
942,drug,Syndrome2
948,drug,Syndrome2
1021,drug,Syndrome2
1390,drug,Syndrome2
1429,drug,Syndrome2
1514,drug,Syndrome2
1545,drug,Syndrome2
1593,drug,Syndrome2
1736,drug,Syndrome2
1870,drug,Syndrome2
1871,drug,Syndrome2
1875,drug,Syndrome2
1876,drug,Syndrome2
1959,drug,Syndrome2
2213,drug,Syndrome2
2235,drug,Syndrome2
2355,drug,Syndrome2
2512,drug,Syndrome2
2878,drug,Syndrome2
2994,drug,Syndrome2
3310,drug,Syndrome2
3381,drug,Syndrome2
3422,drug,Syndrome2
3575,drug,Syndrome2
3603,drug,Syndrome2
3606,drug,Syndrome2
3655,drug,Syndrome2
3688,drug,Syndrome2
3741,drug,Syndrome2
3759,drug,Syndrome2
4084,drug,Syndrome2
4097,drug,Syndrome2
4257,drug,Syndrome2
4501,drug,Syndrome2
4582,drug,Syndrome2
4602,drug,Syndrome2
4927,drug,Syndrome2
5142,drug,Syndrome2
5222,drug,Syndrome2
5366,drug,Syndrome2
5530,drug,Syndrome2
5996,drug,Syndrome2
6157,drug,Syndrome2
6303,drug,Syndrome2
6328,drug,Syndrome2
6334,drug,Syndrome2
6335,drug,Syndrome2
6336,drug,Syndrome2
6357,drug,Syndrome2
6383,drug,Syndrome2
6504,drug,Syndrome2
6515,drug,Syndrome2
6648,drug,Syndrome2
6649,drug,Syndrome2
6775,drug,Syndrome2
6777,drug,Syndrome2
7099,drug,Syndrome2
7128,drug,Syndrome2
7130,drug,Syndrome2
7222,drug,Syndrome2
7358,drug,Syndrome2
7421,drug,Syndrome2
7709,drug,Syndrome2
7850,drug,Syndrome2
7975,drug,Syndrome2
8301,drug,Syndrome2
8626,drug,Syndrome2
8644,drug,Syndrome2
8913,drug,Syndrome2
8989,drug,Syndrome2
9493,drug,Syndrome2
9787,drug,Syndrome2
10123,drug,Syndrome2
10135,drug,Syndrome2
10203,drug,Syndrome2
10587,drug,Syndrome2
10606,drug,Syndrome2
10808,drug,Syndrome2
10935,drug,Syndrome2
11080,drug,Syndrome2
11280,drug,Syndrome2
22949,drug,Syndrome2
23460,drug,Syndrome2
23764,drug,Syndrome2
25828,drug,Syndrome2
26034,drug,Syndrome2
26268,drug,Syndrome2
27032,drug,Syndrome2
28985,drug,Syndrome2
29126,drug,Syndrome2
50484,drug,Syndrome2
50856,drug,Syndrome2
51318,drug,Syndrome2
54497,drug,Syndrome2
54578,drug,Syndrome2
55114,drug,Syndrome2
57016,drug,Syndrome2
57102,drug,Syndrome2
57491,drug,Syndrome2
58475,drug,Syndrome2
117144,drug,Syndrome2
117247,drug,Syndrome2
133418,drug,Syndrome2
140809,drug,Syndrome2
220988,drug,Syndrome2
259232,drug,Syndrome2
650,drug,Syndrome2
652,drug,Syndrome2
762,drug,Syndrome2
286,drug,Syndrome2
287,drug,Syndrome2
288,drug,Syndrome2
580,drug,Syndrome2
602,drug,Syndrome2
1030,drug,Syndrome2
1031,drug,Syndrome2
1032,drug,Syndrome2
1555,drug,Syndrome2
2553,drug,Syndrome2
3156,drug,Syndrome2
3611,drug,Syndrome2
4659,drug,Syndrome2
4790,drug,Syndrome2
4791,drug,Syndrome2
4793,drug,Syndrome2
4794,drug,Syndrome2
4796,drug,Syndrome2
4851,drug,Syndrome2
4853,drug,Syndrome2
4854,drug,Syndrome2
4855,drug,Syndrome2
5716,drug,Syndrome2
6041,drug,Syndrome2
8398,drug,Syndrome2
8625,drug,Syndrome2
8658,drug,Syndrome2
9627,drug,Syndrome2
10116,drug,Syndrome2
10919,drug,Syndrome2
22852,drug,Syndrome2
22881,drug,Syndrome2
22941,drug,Syndrome2
23189,drug,Syndrome2
23243,drug,Syndrome2
23294,drug,Syndrome2
23390,drug,Syndrome2
23784,drug,Syndrome2
26051,drug,Syndrome2
26057,drug,Syndrome2
26064,drug,Syndrome2
26115,drug,Syndrome2
26287,drug,Syndrome2
27063,drug,Syndrome2
27130,drug,Syndrome2
50944,drug,Syndrome2
51239,drug,Syndrome2
51479,drug,Syndrome2
51665,drug,Syndrome2
51666,drug,Syndrome2
51676,drug,Syndrome2
54101,drug,Syndrome2
54503,drug,Syndrome2
54522,drug,Syndrome2
54737,drug,Syndrome2
54776,drug,Syndrome2
54851,drug,Syndrome2
54882,drug,Syndrome2
55075,drug,Syndrome2
55367,drug,Syndrome2
55527,drug,Syndrome2
55608,drug,Syndrome2
56311,drug,Syndrome2
56899,drug,Syndrome2
56929,drug,Syndrome2
57182,drug,Syndrome2
57498,drug,Syndrome2
57513,drug,Syndrome2
57524,drug,Syndrome2
57531,drug,Syndrome2
57534,drug,Syndrome2
57763,drug,Syndrome2
63926,drug,Syndrome2
64332,drug,Syndrome2
65124,drug,Syndrome2
79722,drug,Syndrome2
79754,drug,Syndrome2
79813,drug,Syndrome2
79998,drug,Syndrome2
80325,drug,Syndrome2
80351,drug,Syndrome2
83715,drug,Syndrome2
83992,drug,Syndrome2
84079,drug,Syndrome2
84807,drug,Syndrome2
84988,drug,Syndrome2
85461,drug,Syndrome2
91074,drug,Syndrome2
91526,drug,Syndrome2
92565,drug,Syndrome2
92591,drug,Syndrome2
116729,drug,Syndrome2
118932,drug,Syndrome2
122416,drug,Syndrome2
124401,drug,Syndrome2
126626,drug,Syndrome2
