Gene,SetType,DiseaseType
10500,drug_overlap,Syndrome1
10505,drug_overlap,Syndrome1
10901,drug_overlap,Syndrome1
22875,drug_overlap,Syndrome1
25979,drug_overlap,Syndrome1
26063,drug_overlap,Syndrome1
51170,drug_overlap,Syndrome1
51171,drug_overlap,Syndrome1
54437,drug_overlap,Syndrome1
54910,drug_overlap,Syndrome1
55312,drug_overlap,Syndrome1
55825,drug_overlap,Syndrome1
56898,drug_overlap,Syndrome1
64218,drug_overlap,Syndrome1
80031,drug_overlap,Syndrome1
115817,drug_overlap,Syndrome1
147015,drug_overlap,Syndrome1
157506,drug_overlap,Syndrome1
195814,drug_overlap,Syndrome1
201140,drug_overlap,Syndrome1
223117,drug_overlap,Syndrome1
345275,drug_overlap,Syndrome1
374875,drug_overlap,Syndrome1
1491,drug_overlap,Syndrome1
2875,drug_overlap,Syndrome1
2902,drug_overlap,Syndrome1
4199,drug_overlap,Syndrome1
8942,drug_overlap,Syndrome1
9054,drug_overlap,Syndrome1
64902,drug_overlap,Syndrome1
16,drug_overlap,Syndrome1
2720,drug_overlap,Syndrome1
5836,drug_overlap,Syndrome1
27032,drug_overlap,Syndrome1
84706,drug_overlap,Syndrome1
116443,drug_overlap,Syndrome1
23464,drug_overlap,Syndrome1
4942,drug_overlap,Syndrome1
2582,drug_overlap,Syndrome1
85007,drug_overlap,Syndrome1
6240,drug_overlap,Syndrome1
440,drug_overlap,Syndrome1
206358,drug_overlap,Syndrome1
2162,drug_overlap,Syndrome1
2821,drug_overlap,Syndrome1
92292,drug_overlap,Syndrome1
10249,drug_overlap,Syndrome1
6545,drug_overlap,Syndrome1
5033,drug_overlap,Syndrome1
10768,drug_overlap,Syndrome1
4602,drug_overlap,Syndrome1
3481,drug_overlap,Syndrome1
51755,drug_overlap,Syndrome1
3172,drug_overlap,Syndrome1
3105,drug_overlap,Syndrome1
3106,drug_overlap,Syndrome1
3107,drug_overlap,Syndrome1
278,drug_overlap,Syndrome1
3098,drug_overlap,Syndrome1
3938,drug_overlap,Syndrome1
6476,drug_overlap,Syndrome1
262,drug_overlap,Syndrome1
4728,drug_overlap,Syndrome1
10166,drug_overlap,Syndrome1
4723,drug_overlap,Syndrome1
2948,drug_overlap,Syndrome1
55,drug_overlap,Syndrome1
6775,drug_overlap,Syndrome1
50848,drug_overlap,Syndrome1
1733,drug_overlap,Syndrome1
5154,drug_overlap,Syndrome1
3486,drug_overlap,Syndrome1
6783,drug_overlap,Syndrome1
3689,drug_overlap,Syndrome1
1677,drug_overlap,Syndrome1
9056,drug_overlap,Syndrome1
2562,drug_overlap,Syndrome1
3678,drug_overlap,Syndrome1
6591,drug_overlap,Syndrome1
3674,drug_overlap,Syndrome1
6294,drug_overlap,Syndrome1
9656,drug_overlap,Syndrome1
1445,drug_overlap,Syndrome1
622,drug_overlap,Syndrome1
1495,drug_overlap,Syndrome1
3291,drug_overlap,Syndrome1
121214,drug_overlap,Syndrome1
3848,drug_overlap,Syndrome1
314,drug_overlap,Syndrome1
2542,drug_overlap,Syndrome1
2983,drug_overlap,Syndrome1
