Gene,SetType,DiseaseType
2938,drug,Syndrome5
2939,drug,Syndrome5
2946,drug,Syndrome5
3091,drug,Syndrome5
3162,drug,Syndrome5
3315,drug,Syndrome5
3480,drug,Syndrome5
3551,drug,Syndrome5
3553,drug,Syndrome5
3576,drug,Syndrome5
3717,drug,Syndrome5
3727,drug,Syndrome5
3791,drug,Syndrome5
3949,drug,Syndrome5
4170,drug,Syndrome5
4193,drug,Syndrome5
4312,drug,Syndrome5
4313,drug,Syndrome5
4314,drug,Syndrome5
4318,drug,Syndrome5
4323,drug,Syndrome5
4353,drug,Syndrome5
4437,drug,Syndrome5
4493,drug,Syndrome5
4609,drug,Syndrome5
4615,drug,Syndrome5
4686,drug,Syndrome5
4792,drug,Syndrome5
4803,drug,Syndrome5
4824,drug,Syndrome5
4953,drug,Syndrome5
5054,drug,Syndrome5
5105,drug,Syndrome5
5111,drug,Syndrome5
5159,drug,Syndrome5
5175,drug,Syndrome5
5243,drug,Syndrome5
5328,drug,Syndrome5
5579,drug,Syndrome5
5594,drug,Syndrome5
5595,drug,Syndrome5
5603,drug,Syndrome5
5747,drug,Syndrome5
5970,drug,Syndrome5
6347,drug,Syndrome5
6401,drug,Syndrome5
6403,drug,Syndrome5
6647,drug,Syndrome5
6720,drug,Syndrome5
6850,drug,Syndrome5
7046,drug,Syndrome5
7076,drug,Syndrome5
7099,drug,Syndrome5
7182,drug,Syndrome5
7412,drug,Syndrome5
7422,drug,Syndrome5
7490,drug,Syndrome5
7498,drug,Syndrome5
8795,drug,Syndrome5
8797,drug,Syndrome5
9429,drug,Syndrome5
9479,drug,Syndrome5
10018,drug,Syndrome5
10724,drug,Syndrome5
11080,drug,Syndrome5
23013,drug,Syndrome5
51147,drug,Syndrome5
51422,drug,Syndrome5
54106,drug,Syndrome5
64344,drug,Syndrome5
94033,drug,Syndrome5
283871,drug,Syndrome5
728411,drug,Syndrome5
153,drug,Syndrome5
1504,drug,Syndrome5
4048,drug,Syndrome5
5569,drug,Syndrome5
3500,drug,Syndrome5
8648,drug,Syndrome5
51477,drug,Syndrome5
3558,drug,Syndrome5
4775,drug,Syndrome5
152,drug,Syndrome5
50506,drug,Syndrome5
653361,drug,Syndrome5
6750,drug,Syndrome5
9365,drug,Syndrome5
847,drug,Syndrome5
1491,drug,Syndrome5
2720,drug,Syndrome5
2875,drug,Syndrome5
4317,drug,Syndrome5
27232,drug,Syndrome5
2162,drug,Syndrome5
7167,drug,Syndrome5
64902,drug,Syndrome5
4200,drug,Syndrome5
206358,drug,Syndrome5
10243,drug,Syndrome5
223,drug,Syndrome5
10136,drug,Syndrome5
9054,drug,Syndrome5
189,drug,Syndrome5
3931,drug,Syndrome5
5319,drug,Syndrome5
25,drug,Syndrome5
472,drug,Syndrome5
672,drug,Syndrome5
1022,drug,Syndrome5
1647,drug,Syndrome5
2067,drug,Syndrome5
2068,drug,Syndrome5
2237,drug,Syndrome5
2966,drug,Syndrome5
3364,drug,Syndrome5
3508,drug,Syndrome5
4361,drug,Syndrome5
4595,drug,Syndrome5
4683,drug,Syndrome5
4968,drug,Syndrome5
5395,drug,Syndrome5
5591,drug,Syndrome5
5883,drug,Syndrome5
5888,drug,Syndrome5
5890,drug,Syndrome5
6300,drug,Syndrome5
7161,drug,Syndrome5
7516,drug,Syndrome5
7517,drug,Syndrome5
7832,drug,Syndrome5
8243,drug,Syndrome5
10912,drug,Syndrome5
11144,drug,Syndrome5
11200,drug,Syndrome5
11284,drug,Syndrome5
23645,drug,Syndrome5
26057,drug,Syndrome5
27030,drug,Syndrome5
27244,drug,Syndrome5
27306,drug,Syndrome5
51455,drug,Syndrome5
51776,drug,Syndrome5
55728,drug,Syndrome5
2521,drug,Syndrome5
5894,drug,Syndrome5
7345,drug,Syndrome5
25824,drug,Syndrome5
338,drug,Syndrome5
506,drug,Syndrome5
3240,drug,Syndrome5
4023,drug,Syndrome5
4846,drug,Syndrome5
5465,drug,Syndrome5
8050,drug,Syndrome5
80168,drug,Syndrome5
151056,drug,Syndrome5
7980,drug,Syndrome5
145226,drug,Syndrome5
1019,drug,Syndrome5
3586,drug,Syndrome5
5728,drug,Syndrome5
6584,drug,Syndrome5
6010,drug,Syndrome5
759,drug,Syndrome5
4286,drug,Syndrome5
4835,drug,Syndrome5
19,drug,Syndrome5
3156,drug,Syndrome5
10599,drug,Syndrome5
64240,drug,Syndrome5
64241,drug,Syndrome5
231,drug,Syndrome5
5315,drug,Syndrome5
2805,drug,Syndrome5
1468,drug,Syndrome5
6389,drug,Syndrome5
7296,drug,Syndrome5
64175,drug,Syndrome5
26227,drug,Syndrome5
8974,drug,Syndrome5
4942,drug,Syndrome5
10449,drug,Syndrome5
994,drug,Syndrome5
2806,drug,Syndrome5
2746,drug,Syndrome5
5009,drug,Syndrome5
2155,drug,Syndrome5
9056,drug,Syndrome5
3455,drug,Syndrome5
5320,drug,Syndrome5
1133,drug,Syndrome5
4985,drug,Syndrome5
183,drug,Syndrome5
637,drug,Syndrome5
969,drug,Syndrome5
998,drug,Syndrome5
1649,drug,Syndrome5
3172,drug,Syndrome5
3458,drug,Syndrome5
3559,drug,Syndrome5
3565,drug,Syndrome5
3630,drug,Syndrome5
5154,drug,Syndrome5
5832,drug,Syndrome5
5879,drug,Syndrome5
5924,drug,Syndrome5
6387,drug,Syndrome5
6476,drug,Syndrome5
6513,drug,Syndrome5
7054,drug,Syndrome5
7465,drug,Syndrome5
8972,drug,Syndrome5
10846,drug,Syndrome5
51083,drug,Syndrome5
51191,drug,Syndrome5
54205,drug,Syndrome5
255738,drug,Syndrome5
151306,drug,Syndrome5
3037,drug,Syndrome5
1312,drug,Syndrome5
4602,drug,Syndrome5
16,drug,Syndrome5
23,drug,Syndrome5
39,drug,Syndrome5
47,drug,Syndrome5
90,drug,Syndrome5
97,drug,Syndrome5
120,drug,Syndrome5
132,drug,Syndrome5
182,drug,Syndrome5
214,drug,Syndrome5
222,drug,Syndrome5
262,drug,Syndrome5
347,drug,Syndrome5
360,drug,Syndrome5
390,drug,Syndrome5
405,drug,Syndrome5
414,drug,Syndrome5
467,drug,Syndrome5
490,drug,Syndrome5
516,drug,Syndrome5
567,drug,Syndrome5
580,drug,Syndrome5
594,drug,Syndrome5
617,drug,Syndrome5
641,drug,Syndrome5
645,drug,Syndrome5
655,drug,Syndrome5
665,drug,Syndrome5
675,drug,Syndrome5
687,drug,Syndrome5
694,drug,Syndrome5
699,drug,Syndrome5
701,drug,Syndrome5
813,drug,Syndrome5
817,drug,Syndrome5
865,drug,Syndrome5
868,drug,Syndrome5
873,drug,Syndrome5
899,drug,Syndrome5
901,drug,Syndrome5
954,drug,Syndrome5
960,drug,Syndrome5
988,drug,Syndrome5
990,drug,Syndrome5
993,drug,Syndrome5
995,drug,Syndrome5
996,drug,Syndrome5
1028,drug,Syndrome5
1030,drug,Syndrome5
1031,drug,Syndrome5
1033,drug,Syndrome5
1040,drug,Syndrome5
1058,drug,Syndrome5
1062,drug,Syndrome5
1063,drug,Syndrome5
1075,drug,Syndrome5
1112,drug,Syndrome5
1123,drug,Syndrome5
1138,drug,Syndrome5
1163,drug,Syndrome5
1164,drug,Syndrome5
1175,drug,Syndrome5
1316,drug,Syndrome5
1317,drug,Syndrome5
1363,drug,Syndrome5
1386,drug,Syndrome5
1407,drug,Syndrome5
1434,drug,Syndrome5
1452,drug,Syndrome5
1456,drug,Syndrome5
1459,drug,Syndrome5
1475,drug,Syndrome5
1477,drug,Syndrome5
1478,drug,Syndrome5
1487,drug,Syndrome5
1500,drug,Syndrome5
1501,drug,Syndrome5
1503,drug,Syndrome5
1508,drug,Syndrome5
1512,drug,Syndrome5
1515,drug,Syndrome5
1555,drug,Syndrome5
1595,drug,Syndrome5
1604,drug,Syndrome5
1627,drug,Syndrome5
1633,drug,Syndrome5
1643,drug,Syndrome5
1690,drug,Syndrome5
1717,drug,Syndrome5
1719,drug,Syndrome5
1736,drug,Syndrome5
1737,drug,Syndrome5
1763,drug,Syndrome5
1786,drug,Syndrome5
1798,drug,Syndrome5
1824,drug,Syndrome5
1831,drug,Syndrome5
1837,drug,Syndrome5
1854,drug,Syndrome5
1870,drug,Syndrome5
1875,drug,Syndrome5
1894,drug,Syndrome5
1903,drug,Syndrome5
1906,drug,Syndrome5
1942,drug,Syndrome5
1948,drug,Syndrome5
1949,drug,Syndrome5
1952,drug,Syndrome5
1965,drug,Syndrome5
1979,drug,Syndrome5
1992,drug,Syndrome5
2004,drug,Syndrome5
2010,drug,Syndrome5
2030,drug,Syndrome5
2037,drug,Syndrome5
2055,drug,Syndrome5
2065,drug,Syndrome5
2131,drug,Syndrome5
2146,drug,Syndrome5
2149,drug,Syndrome5
2150,drug,Syndrome5
2177,drug,Syndrome5
2181,drug,Syndrome5
2184,drug,Syndrome5
2189,drug,Syndrome5
2222,drug,Syndrome5
2224,drug,Syndrome5
2260,drug,Syndrome5
2271,drug,Syndrome5
2274,drug,Syndrome5
2288,drug,Syndrome5
2305,drug,Syndrome5
2309,drug,Syndrome5
2491,drug,Syndrome5
2517,drug,Syndrome5
2547,drug,Syndrome5
2618,drug,Syndrome5
2625,drug,Syndrome5
2644,drug,Syndrome5
2669,drug,Syndrome5
2674,drug,Syndrome5
2717,drug,Syndrome5
2733,drug,Syndrome5
2744,drug,Syndrome5
2770,drug,Syndrome5
2776,drug,Syndrome5
2799,drug,Syndrome5
2801,drug,Syndrome5
2810,drug,Syndrome5
2820,drug,Syndrome5
2870,drug,Syndrome5
2872,drug,Syndrome5
2887,drug,Syndrome5
2956,drug,Syndrome5
2968,drug,Syndrome5
2990,drug,Syndrome5
3006,drug,Syndrome5
3014,drug,Syndrome5
3015,drug,Syndrome5
3017,drug,Syndrome5
3033,drug,Syndrome5
3070,drug,Syndrome5
3096,drug,Syndrome5
3146,drug,Syndrome5
3148,drug,Syndrome5
3161,drug,Syndrome5
3189,drug,Syndrome5
3192,drug,Syndrome5
3229,drug,Syndrome5
3251,drug,Syndrome5
3265,drug,Syndrome5
3313,drug,Syndrome5
3399,drug,Syndrome5
3422,drug,Syndrome5
3488,drug,Syndrome5
3608,drug,Syndrome5
3613,drug,Syndrome5
3619,drug,Syndrome5
3638,drug,Syndrome5
3664,drug,Syndrome5
3682,drug,Syndrome5
3708,drug,Syndrome5
3726,drug,Syndrome5
3728,drug,Syndrome5
3832,drug,Syndrome5
3833,drug,Syndrome5
3839,drug,Syndrome5
3840,drug,Syndrome5
3845,drug,Syndrome5
3895,drug,Syndrome5
3916,drug,Syndrome5
3925,drug,Syndrome5
3930,drug,Syndrome5
3953,drug,Syndrome5
3964,drug,Syndrome5
3978,drug,Syndrome5
3981,drug,Syndrome5
3992,drug,Syndrome5
4001,drug,Syndrome5
4067,drug,Syndrome5
4085,drug,Syndrome5
4088,drug,Syndrome5
4124,drug,Syndrome5
4131,drug,Syndrome5
4148,drug,Syndrome5
4149,drug,Syndrome5
4162,drug,Syndrome5
4171,drug,Syndrome5
4172,drug,Syndrome5
4173,drug,Syndrome5
4174,drug,Syndrome5
4175,drug,Syndrome5
4176,drug,Syndrome5
4189,drug,Syndrome5
4201,drug,Syndrome5
4205,drug,Syndrome5
4218,drug,Syndrome5
4234,drug,Syndrome5
4236,drug,Syndrome5
4249,drug,Syndrome5
4288,drug,Syndrome5
4291,drug,Syndrome5
4292,drug,Syndrome5
4430,drug,Syndrome5
4436,drug,Syndrome5
4488,drug,Syndrome5
4515,drug,Syndrome5
4521,drug,Syndrome5
4522,drug,Syndrome5
4601,drug,Syndrome5
4605,drug,Syndrome5
4644,drug,Syndrome5
4646,drug,Syndrome5
4659,drug,Syndrome5
4664,drug,Syndrome5
4670,drug,Syndrome5
4676,drug,Syndrome5
4678,drug,Syndrome5
4723,drug,Syndrome5
4728,drug,Syndrome5
4739,drug,Syndrome5
4751,drug,Syndrome5
4753,drug,Syndrome5
4758,drug,Syndrome5
4790,drug,Syndrome5
4836,drug,Syndrome5
4839,drug,Syndrome5
4854,drug,Syndrome5
4886,drug,Syndrome5
4893,drug,Syndrome5
4904,drug,Syndrome5
4907,drug,Syndrome5
4998,drug,Syndrome5
5019,drug,Syndrome5
5021,drug,Syndrome5
5074,drug,Syndrome5
5094,drug,Syndrome5
5098,drug,Syndrome5
5106,drug,Syndrome5
5121,drug,Syndrome5
5174,drug,Syndrome5
5205,drug,Syndrome5
5228,drug,Syndrome5
5230,drug,Syndrome5
5286,drug,Syndrome5
5347,drug,Syndrome5
5378,drug,Syndrome5
5422,drug,Syndrome5
5425,drug,Syndrome5
5426,drug,Syndrome5
5427,drug,Syndrome5
5433,drug,Syndrome5
5434,drug,Syndrome5
5436,drug,Syndrome5
5479,drug,Syndrome5
5493,drug,Syndrome5
5494,drug,Syndrome5
5523,drug,Syndrome5
5529,drug,Syndrome5
5536,drug,Syndrome5
5557,drug,Syndrome5
5567,drug,Syndrome5
5570,drug,Syndrome5
5583,drug,Syndrome5
5606,drug,Syndrome5
5634,drug,Syndrome5
5652,drug,Syndrome5
5702,drug,Syndrome5
5721,drug,Syndrome5
5725,drug,Syndrome5
5770,drug,Syndrome5
5782,drug,Syndrome5
5792,drug,Syndrome5
5796,drug,Syndrome5
5810,drug,Syndrome5
5819,drug,Syndrome5
5825,drug,Syndrome5
5870,drug,Syndrome5
5885,drug,Syndrome5
5889,drug,Syndrome5
5902,drug,Syndrome5
5905,drug,Syndrome5
5921,drug,Syndrome5
5927,drug,Syndrome5
5928,drug,Syndrome5
5932,drug,Syndrome5
5934,drug,Syndrome5
5937,drug,Syndrome5
5982,drug,Syndrome5
5983,drug,Syndrome5
5984,drug,Syndrome5
5985,drug,Syndrome5
6059,drug,Syndrome5
6117,drug,Syndrome5
6119,drug,Syndrome5
6160,drug,Syndrome5
6168,drug,Syndrome5
6184,drug,Syndrome5
6240,drug,Syndrome5
6241,drug,Syndrome5
6251,drug,Syndrome5
6253,drug,Syndrome5
6259,drug,Syndrome5
6294,drug,Syndrome5
6302,drug,Syndrome5
6303,drug,Syndrome5
6319,drug,Syndrome5
6383,drug,Syndrome5
6399,drug,Syndrome5
6414,drug,Syndrome5
6426,drug,Syndrome5
6427,drug,Syndrome5
6428,drug,Syndrome5
6434,drug,Syndrome5
6445,drug,Syndrome5
6451,drug,Syndrome5
6470,drug,Syndrome5
6472,drug,Syndrome5
6491,drug,Syndrome5
6498,drug,Syndrome5
6502,drug,Syndrome5
6509,drug,Syndrome5
6526,drug,Syndrome5
6558,drug,Syndrome5
6560,drug,Syndrome5
6619,drug,Syndrome5
6626,drug,Syndrome5
6627,drug,Syndrome5
6628,drug,Syndrome5
6632,drug,Syndrome5
6659,drug,Syndrome5
6662,drug,Syndrome5
6717,drug,Syndrome5
6723,drug,Syndrome5
6774,drug,Syndrome5
6781,drug,Syndrome5
6789,drug,Syndrome5
6790,drug,Syndrome5
6820,drug,Syndrome5
6877,drug,Syndrome5
6883,drug,Syndrome5
6907,drug,Syndrome5
6940,drug,Syndrome5
6941,drug,Syndrome5
7026,drug,Syndrome5
7027,drug,Syndrome5
7031,drug,Syndrome5
7033,drug,Syndrome5
7037,drug,Syndrome5
7042,drug,Syndrome5
7050,drug,Syndrome5
7064,drug,Syndrome5
7077,drug,Syndrome5
7078,drug,Syndrome5
7083,drug,Syndrome5
7107,drug,Syndrome5
7112,drug,Syndrome5
7164,drug,Syndrome5
7181,drug,Syndrome5
7184,drug,Syndrome5
7247,drug,Syndrome5
7249,drug,Syndrome5
7272,drug,Syndrome5
7283,drug,Syndrome5
7298,drug,Syndrome5
7321,drug,Syndrome5
7322,drug,Syndrome5
7328,drug,Syndrome5
7334,drug,Syndrome5
7358,drug,Syndrome5
7371,drug,Syndrome5
7372,drug,Syndrome5
7374,drug,Syndrome5
7375,drug,Syndrome5
7398,drug,Syndrome5
7407,drug,Syndrome5
7416,drug,Syndrome5
7443,drug,Syndrome5
7464,drug,Syndrome5
7468,drug,Syndrome5
7529,drug,Syndrome5
7545,drug,Syndrome5
7559,drug,Syndrome5
7586,drug,Syndrome5
7644,drug,Syndrome5
7678,drug,Syndrome5
7769,drug,Syndrome5
7779,drug,Syndrome5
7791,drug,Syndrome5
7803,drug,Syndrome5
7804,drug,Syndrome5
7813,drug,Syndrome5
7884,drug,Syndrome5
7903,drug,Syndrome5
7905,drug,Syndrome5
7913,drug,Syndrome5
7916,drug,Syndrome5
7923,drug,Syndrome5
7994,drug,Syndrome5
8019,drug,Syndrome5
8078,drug,Syndrome5
8086,drug,Syndrome5
8125,drug,Syndrome5
8140,drug,Syndrome5
8202,drug,Syndrome5
8208,drug,Syndrome5
8270,drug,Syndrome5
8301,drug,Syndrome5
8317,drug,Syndrome5
8318,drug,Syndrome5
8334,drug,Syndrome5
8335,drug,Syndrome5
8347,drug,Syndrome5
8349,drug,Syndrome5
8350,drug,Syndrome5
8394,drug,Syndrome5
8402,drug,Syndrome5
8438,drug,Syndrome5
8479,drug,Syndrome5
8480,drug,Syndrome5
8487,drug,Syndrome5
8507,drug,Syndrome5
8520,drug,Syndrome5
8535,drug,Syndrome5
8548,drug,Syndrome5
8553,drug,Syndrome5
8555,drug,Syndrome5
8562,drug,Syndrome5
8563,drug,Syndrome5
8621,drug,Syndrome5
8630,drug,Syndrome5
8660,drug,Syndrome5
8726,drug,Syndrome5
8727,drug,Syndrome5
8773,drug,Syndrome5
8815,drug,Syndrome5
8816,drug,Syndrome5
8818,drug,Syndrome5
8821,drug,Syndrome5
8825,drug,Syndrome5
8836,drug,Syndrome5
8837,drug,Syndrome5
8839,drug,Syndrome5
8850,drug,Syndrome5
8856,drug,Syndrome5
8870,drug,Syndrome5
8878,drug,Syndrome5
8914,drug,Syndrome5
8935,drug,Syndrome5
8969,drug,Syndrome5
8992,drug,Syndrome5
9052,drug,Syndrome5
9088,drug,Syndrome5
9124,drug,Syndrome5
9128,drug,Syndrome5
9133,drug,Syndrome5
9134,drug,Syndrome5
9143,drug,Syndrome5
9156,drug,Syndrome5
9201,drug,Syndrome5
9212,drug,Syndrome5
9221,drug,Syndrome5
9223,drug,Syndrome5
9232,drug,Syndrome5
9236,drug,Syndrome5
9266,drug,Syndrome5
9314,drug,Syndrome5
9318,drug,Syndrome5
9319,drug,Syndrome5
9343,drug,Syndrome5
9355,drug,Syndrome5
9361,drug,Syndrome5
9425,drug,Syndrome5
9448,drug,Syndrome5
9451,drug,Syndrome5
9518,drug,Syndrome5
9520,drug,Syndrome5
9524,drug,Syndrome5
9529,drug,Syndrome5
9531,drug,Syndrome5
9532,drug,Syndrome5
9578,drug,Syndrome5
9582,drug,Syndrome5
9583,drug,Syndrome5
9631,drug,Syndrome5
9643,drug,Syndrome5
9655,drug,Syndrome5
9656,drug,Syndrome5
9683,drug,Syndrome5
9686,drug,Syndrome5
9687,drug,Syndrome5
9700,drug,Syndrome5
9702,drug,Syndrome5
9735,drug,Syndrome5
9749,drug,Syndrome5
9757,drug,Syndrome5
9764,drug,Syndrome5
9768,drug,Syndrome5
9774,drug,Syndrome5
9786,drug,Syndrome5
9787,drug,Syndrome5
9793,drug,Syndrome5
9797,drug,Syndrome5
9821,drug,Syndrome5
9833,drug,Syndrome5
9836,drug,Syndrome5
9837,drug,Syndrome5
9871,drug,Syndrome5
9891,drug,Syndrome5
9918,drug,Syndrome5
9924,drug,Syndrome5
9928,drug,Syndrome5
9937,drug,Syndrome5
9949,drug,Syndrome5
9961,drug,Syndrome5
9980,drug,Syndrome5
10006,drug,Syndrome5
10015,drug,Syndrome5
10024,drug,Syndrome5
10036,drug,Syndrome5
10038,drug,Syndrome5
10051,drug,Syndrome5
10055,drug,Syndrome5
10056,drug,Syndrome5
10079,drug,Syndrome5
10105,drug,Syndrome5
10112,drug,Syndrome5
10130,drug,Syndrome5
10133,drug,Syndrome5
10166,drug,Syndrome5
10189,drug,Syndrome5
10198,drug,Syndrome5
10202,drug,Syndrome5
10207,drug,Syndrome5
10212,drug,Syndrome5
10221,drug,Syndrome5
10229,drug,Syndrome5
10274,drug,Syndrome5
10294,drug,Syndrome5
10329,drug,Syndrome5
10360,drug,Syndrome5
10383,drug,Syndrome5
10403,drug,Syndrome5
10419,drug,Syndrome5
10424,drug,Syndrome5
10439,drug,Syndrome5
10459,drug,Syndrome5
10460,drug,Syndrome5
10466,drug,Syndrome5
10483,drug,Syndrome5
10492,drug,Syndrome5
10493,drug,Syndrome5
10512,drug,Syndrome5
10529,drug,Syndrome5
10535,drug,Syndrome5
10551,drug,Syndrome5
10558,drug,Syndrome5
10564,drug,Syndrome5
10592,drug,Syndrome5
10598,drug,Syndrome5
10605,drug,Syndrome5
10606,drug,Syndrome5
10608,drug,Syndrome5
10615,drug,Syndrome5
10625,drug,Syndrome5
10635,drug,Syndrome5
10682,drug,Syndrome5
10714,drug,Syndrome5
10721,drug,Syndrome5
10733,drug,Syndrome5
10741,drug,Syndrome5
10743,drug,Syndrome5
10745,drug,Syndrome5
10762,drug,Syndrome5
10765,drug,Syndrome5
10766,drug,Syndrome5
10772,drug,Syndrome5
10785,drug,Syndrome5
10848,drug,Syndrome5
10855,drug,Syndrome5
10856,drug,Syndrome5
10857,drug,Syndrome5
10874,drug,Syndrome5
10900,drug,Syndrome5
10914,drug,Syndrome5
10916,drug,Syndrome5
10926,drug,Syndrome5
10957,drug,Syndrome5
10963,drug,Syndrome5
10966,drug,Syndrome5
10970,drug,Syndrome5
10983,drug,Syndrome5
10988,drug,Syndrome5
10994,drug,Syndrome5
11000,drug,Syndrome5
11001,drug,Syndrome5
11004,drug,Syndrome5
11011,drug,Syndrome5
11044,drug,Syndrome5
11046,drug,Syndrome5
11051,drug,Syndrome5
11059,drug,Syndrome5
11073,drug,Syndrome5
11078,drug,Syndrome5
11098,drug,Syndrome5
11099,drug,Syndrome5
11130,drug,Syndrome5
11140,drug,Syndrome5
11146,drug,Syndrome5
11168,drug,Syndrome5
11169,drug,Syndrome5
11176,drug,Syndrome5
11179,drug,Syndrome5
11198,drug,Syndrome5
11214,drug,Syndrome5
11221,drug,Syndrome5
11270,drug,Syndrome5
11311,drug,Syndrome5
11332,drug,Syndrome5
11339,drug,Syndrome5
11340,drug,Syndrome5
11343,drug,Syndrome5
22824,drug,Syndrome5
22843,drug,Syndrome5
22863,drug,Syndrome5
22864,drug,Syndrome5
22878,drug,Syndrome5
22900,drug,Syndrome5
22929,drug,Syndrome5
22974,drug,Syndrome5
22981,drug,Syndrome5
22995,drug,Syndrome5
23008,drug,Syndrome5
23028,drug,Syndrome5
23036,drug,Syndrome5
23039,drug,Syndrome5
23052,drug,Syndrome5
23053,drug,Syndrome5
23062,drug,Syndrome5
23075,drug,Syndrome5
23111,drug,Syndrome5
23129,drug,Syndrome5
23137,drug,Syndrome5
23161,drug,Syndrome5
23165,drug,Syndrome5
23180,drug,Syndrome5
23224,drug,Syndrome5
23225,drug,Syndrome5
23234,drug,Syndrome5
23242,drug,Syndrome5
23247,drug,Syndrome5
23269,drug,Syndrome5
23310,drug,Syndrome5
23314,drug,Syndrome5
23325,drug,Syndrome5
23327,drug,Syndrome5
23328,drug,Syndrome5
23333,drug,Syndrome5
23341,drug,Syndrome5
23362,drug,Syndrome5
23363,drug,Syndrome5
